codeQuality,communication,problemSolving,timeManagement,assignment_score,codeQuality_variance,communication_variance,problemSolving_variance,timeManagement_variance,assignment_score_variance,success_rate,domain_count,PromotionStatus,designation_Software Engineer I,designation_Software Engineer II,designation_Software Engineer III,designation_Solution Consultant,designation_Solution Enabler
48.67,65.33,20.67,54.67,30.67,310.33,754.33,256.33,826.33,97.33,0.0,2,1,False,False,False,False,True
38.33,23.0,62.33,66.0,68.67,1094.33,507.0,508.33,777.0,1008.33,0.6666666666666666,2,1,True,False,False,False,False
31.0,21.0,28.33,52.0,60.0,421.0,499.0,174.33,1623.0,1153.0,0.6666666666666666,3,0,False,True,False,False,False
51.0,56.67,28.33,66.33,41.33,1675.0,1308.33,662.33,908.33,56.33,0.0,2,1,False,True,False,False,False
57.67,70.0,39.67,48.0,49.33,2081.33,496.0,730.33,823.0,485.33,0.6666666666666666,1,1,False,False,False,False,True
42.33,60.67,52.33,48.33,45.0,1465.33,1274.33,281.33,1640.33,831.0,0.3333333333333333,2,1,False,False,False,False,True
44.67,27.0,40.33,49.67,40.33,234.33,333.0,632.33,1545.33,1509.33,0.3333333333333333,2,0,False,False,True,False,False
43.0,62.67,34.0,41.67,54.0,361.0,1794.33,2109.0,1465.33,1063.0,0.3333333333333333,2,1,False,False,True,False,False
55.0,32.33,60.0,48.0,81.0,796.0,1084.33,129.0,1429.0,201.0,1.0,2,2,False,False,False,False,True
51.0,53.0,40.33,28.33,73.0,1381.0,613.0,484.33,224.33,61.0,1.0,2,1,False,False,True,False,False
41.0,54.67,30.0,59.33,58.0,1099.0,2025.33,589.0,836.33,1579.0,0.6666666666666666,2,1,True,False,False,False,False
35.0,61.0,70.0,56.0,82.67,304.0,1297.0,603.0,252.0,246.33,1.0,1,2,False,False,False,True,False
79.67,63.67,34.0,56.33,32.0,569.33,180.33,721.0,36.33,1317.0,0.3333333333333333,2,1,True,False,False,False,False
63.0,42.67,48.67,33.67,55.0,1033.0,1344.33,2010.33,782.33,433.0,0.3333333333333333,2,1,False,False,False,False,True
40.67,83.33,30.33,38.33,37.67,842.33,184.33,466.33,204.33,677.33,0.3333333333333333,1,1,False,False,False,False,True
47.0,22.67,66.33,57.67,40.67,1099.0,324.33,246.33,230.33,2254.33,0.3333333333333333,2,1,False,False,False,False,True
81.67,39.67,29.33,67.33,65.67,177.33,2169.33,272.33,126.33,2417.33,0.6666666666666666,3,2,False,False,False,False,True
67.67,27.67,60.33,60.67,48.0,1210.33,692.33,1090.33,257.33,1579.0,0.3333333333333333,2,1,False,False,False,True,False
31.67,64.33,13.67,7.0,54.67,1105.33,1689.33,129.33,91.0,2212.33,0.6666666666666666,3,0,False,False,True,False,False
52.67,83.67,53.0,66.67,53.0,696.33,224.33,988.0,2500.33,1281.0,0.6666666666666666,2,2,False,False,False,True,False
66.0,63.0,62.67,23.0,11.0,489.0,100.0,1122.33,903.0,193.0,0.0,2,1,False,False,True,False,False
47.33,49.33,36.33,63.33,43.33,366.33,1776.33,2409.33,862.33,496.33,0.3333333333333333,2,1,False,True,False,False,False
87.33,56.67,49.33,42.67,45.0,252.33,50.33,50.33,376.33,327.0,0.3333333333333333,3,2,False,False,True,False,False
72.0,43.0,56.33,78.67,42.0,1588.0,1767.0,1496.33,1241.33,1011.0,0.3333333333333333,1,2,False,False,False,False,True
64.67,66.0,7.67,20.67,63.0,1505.33,97.0,34.33,604.33,211.0,0.6666666666666666,2,1,False,True,False,False,False
48.0,62.67,34.33,32.0,41.0,1197.0,2809.33,729.33,637.0,244.0,0.0,2,1,False,False,True,False,False
62.67,57.67,37.33,44.33,28.0,617.33,1704.33,456.33,808.33,589.0,0.0,3,1,True,False,False,False,False
49.0,36.33,43.67,61.0,49.67,1308.0,594.33,2386.33,211.0,44.33,0.0,2,1,False,True,False,False,False
41.33,31.67,62.33,47.67,34.33,26.33,26.33,401.33,1746.33,1040.33,0.3333333333333333,3,1,True,False,False,False,False
52.0,38.0,74.67,58.67,73.67,1057.0,1381.0,36.33,1529.33,1146.33,0.6666666666666666,1,2,False,False,False,False,True
48.67,48.67,55.67,84.67,54.0,560.33,2032.33,2010.33,226.33,1588.0,0.6666666666666666,2,2,False,True,False,False,False
29.33,62.33,58.0,28.33,49.33,162.33,24.33,1021.0,460.33,1202.33,0.3333333333333333,3,1,False,False,False,False,True
68.0,48.67,48.0,58.0,62.67,388.0,2362.33,1279.0,241.0,533.33,0.6666666666666666,2,2,False,False,False,False,True
68.33,57.67,70.67,44.0,66.0,372.33,1752.33,42.33,37.0,325.0,0.6666666666666666,2,2,False,True,False,False,False
51.0,62.67,37.67,28.67,51.0,4.0,1434.33,530.33,1017.33,277.0,0.3333333333333333,2,1,False,False,True,False,False
26.33,52.67,15.67,64.67,66.33,730.33,105.33,16.33,977.33,456.33,0.6666666666666666,3,1,False,False,True,False,False
70.0,41.67,40.33,38.0,64.67,273.0,2149.33,400.33,1323.0,1377.33,0.6666666666666666,3,1,False,False,False,False,True
23.33,23.0,51.67,51.33,66.67,620.33,643.0,506.33,890.33,849.33,0.3333333333333333,3,1,False,True,False,False,False
35.0,37.0,44.33,51.33,73.33,1321.0,373.0,930.33,1130.33,1232.33,0.6666666666666666,2,1,False,False,True,False,False
80.33,23.0,45.67,49.67,45.67,530.33,523.0,177.33,782.33,177.33,0.0,3,1,True,False,False,False,False
56.33,42.67,57.0,33.33,84.33,902.33,1209.33,301.0,658.33,21.33,1.0,2,1,False,True,False,False,False
37.33,31.67,75.67,41.67,49.67,1025.33,261.33,554.33,449.33,1220.33,0.3333333333333333,3,1,False,False,False,True,False
67.33,54.67,35.0,12.67,40.0,497.33,346.33,931.0,444.33,2077.0,0.3333333333333333,2,0,False,False,False,True,False
41.33,24.0,43.67,29.33,44.33,905.33,109.0,284.33,921.33,646.33,0.3333333333333333,2,0,False,False,False,False,True
88.67,18.67,48.67,49.67,47.33,100.33,89.33,1108.33,1776.33,1336.33,0.3333333333333333,2,1,False,False,False,False,True
68.33,52.67,41.33,39.33,9.0,1058.33,1474.33,1384.33,1369.33,16.0,0.0,3,1,False,False,False,True,False
64.0,55.67,81.0,67.33,21.33,387.0,1674.33,633.0,1132.33,14.33,0.0,1,2,False,False,False,False,True
73.33,50.33,52.67,48.33,50.67,12.33,794.33,857.33,256.33,894.33,0.3333333333333333,3,2,False,False,True,False,False
54.67,64.33,38.67,35.33,25.67,1108.33,274.33,1304.33,152.33,526.33,0.0,3,1,False,False,False,False,True
53.33,47.33,66.33,11.67,50.67,156.33,2344.33,64.33,116.33,240.33,0.3333333333333333,2,1,False,False,False,True,False
61.67,26.0,54.0,60.0,27.67,2380.33,471.0,1339.0,156.0,44.33,0.0,3,1,False,False,False,True,False
39.33,52.67,55.67,60.33,55.0,1246.33,576.33,600.33,225.33,813.0,0.3333333333333333,1,1,False,False,False,False,True
42.33,44.33,31.33,31.0,73.33,484.33,446.33,209.33,2613.0,1346.33,0.6666666666666666,3,1,False,True,False,False,False
27.0,20.0,35.0,53.67,90.33,847.0,292.0,867.0,1169.33,225.33,1.0,2,1,True,False,False,False,False
63.67,54.67,33.33,68.67,68.0,670.33,1102.33,140.33,884.33,507.0,0.6666666666666666,3,2,False,False,False,False,True
50.67,47.0,51.67,61.0,50.67,930.33,676.0,720.33,481.0,1969.33,0.3333333333333333,3,1,False,False,False,False,True
27.67,50.0,75.33,64.67,47.0,200.33,1659.0,244.33,926.33,1204.0,0.3333333333333333,2,1,False,False,False,False,True
38.67,65.33,51.0,52.0,55.0,2312.33,316.33,507.0,1776.0,163.0,0.3333333333333333,2,1,False,False,False,True,False
41.0,32.33,58.0,44.33,75.67,589.0,782.33,28.0,422.33,366.33,1.0,2,1,False,False,False,True,False
36.0,75.0,61.0,27.67,24.0,721.0,777.0,912.0,56.33,463.0,0.0,2,1,False,False,True,False,False
27.67,47.67,60.33,68.67,70.67,149.33,382.33,1969.33,545.33,1594.33,0.6666666666666666,2,1,True,False,False,False,False
80.33,51.0,50.67,51.67,47.0,310.33,1027.0,60.33,1258.33,1333.0,0.3333333333333333,2,2,True,False,False,False,False
46.0,71.67,37.33,58.0,15.67,1051.0,1926.33,6.33,1677.0,65.33,0.0,3,1,False,False,False,True,False
49.0,61.0,48.67,56.33,29.0,1636.0,4.0,1640.33,422.33,292.0,0.0,3,1,True,False,False,False,False
64.33,72.67,24.67,25.67,16.33,926.33,704.33,25.33,58.33,158.33,0.0,2,0,False,False,False,True,False
59.67,33.0,47.33,42.33,44.0,2434.33,427.0,1241.33,645.33,1621.0,0.3333333333333333,3,1,False,False,False,False,True
54.33,44.67,19.33,55.67,62.67,424.33,432.33,196.33,937.33,1317.33,0.6666666666666666,2,1,True,False,False,False,False
65.67,63.33,44.33,63.0,59.67,2096.33,841.33,630.33,2061.0,1164.33,0.3333333333333333,2,2,False,True,False,False,False
59.67,52.0,56.0,33.0,78.0,457.33,1524.0,436.0,597.0,217.0,1.0,2,2,False,False,False,False,True
76.0,30.67,60.33,87.67,55.0,4.0,812.33,2704.33,81.33,988.0,0.3333333333333333,2,2,True,False,False,False,False
21.33,22.67,51.67,26.33,47.33,100.33,240.33,1386.33,246.33,1301.33,0.3333333333333333,3,0,True,False,False,False,False
53.67,62.67,66.0,78.67,44.67,1606.33,142.33,793.0,229.33,261.33,0.0,2,2,False,True,False,False,False
45.67,81.33,34.33,27.33,21.0,954.33,10.33,620.33,430.33,39.0,0.0,2,0,True,False,False,False,False
45.0,43.33,35.0,54.67,53.33,1236.0,902.33,777.0,562.33,246.33,0.3333333333333333,2,1,False,False,False,True,False
52.0,41.33,51.33,38.67,62.33,532.0,272.33,1969.33,937.33,1209.33,0.6666666666666666,2,1,False,False,False,False,True
64.67,73.67,39.33,55.33,34.33,196.33,209.33,310.33,2126.33,197.33,0.0,2,1,False,False,True,False,False
47.67,39.33,64.67,10.0,62.67,1290.33,789.33,516.33,61.0,654.33,0.3333333333333333,3,1,False,True,False,False,False
56.67,26.0,65.0,54.0,28.67,2122.33,21.0,772.0,2383.0,586.33,0.0,3,1,False,True,False,False,False
59.0,61.67,59.67,36.67,44.0,1057.0,884.33,1121.33,1612.33,684.0,0.3333333333333333,2,1,False,True,False,False,False
55.33,52.33,31.0,47.33,45.0,200.33,1702.33,1183.0,2274.33,1828.0,0.3333333333333333,1,1,False,False,True,False,False
69.0,50.33,48.0,63.33,53.67,993.0,226.33,729.0,677.33,1374.33,0.6666666666666666,3,2,False,False,False,True,False
70.33,43.0,57.33,41.0,56.33,460.33,12.0,2474.33,1036.0,1908.33,0.6666666666666666,3,1,False,False,True,False,False
73.0,52.33,19.67,63.33,55.0,331.0,444.33,22.33,1612.33,223.0,0.6666666666666666,1,1,False,False,False,False,True
49.0,16.67,37.0,45.33,33.0,3.0,604.33,193.0,1262.33,217.0,0.0,2,0,False,True,False,False,False
36.33,38.67,28.67,45.67,75.67,229.33,2608.33,614.33,1416.33,264.33,0.6666666666666666,2,1,False,True,False,False,False
11.33,40.33,51.67,51.0,58.0,121.33,556.33,1369.33,1963.0,52.0,0.3333333333333333,2,1,False,False,True,False,False
59.0,23.33,69.0,48.67,51.0,1996.0,549.33,31.0,296.33,1587.0,0.6666666666666666,2,1,False,False,False,False,True
43.0,37.33,79.33,38.33,60.33,1069.0,632.33,1220.33,420.33,906.33,0.3333333333333333,2,1,False,False,False,False,True
15.0,66.33,54.67,14.0,44.67,37.0,254.33,352.33,28.0,1684.33,0.3333333333333333,2,0,False,False,False,True,False
50.33,47.67,45.67,35.33,65.0,432.33,1577.33,342.33,296.33,1156.0,0.6666666666666666,3,1,False,False,False,False,True
47.67,23.67,54.33,55.67,57.0,2074.33,1122.33,358.33,1226.33,727.0,0.6666666666666666,3,1,False,True,False,False,False
53.33,48.0,39.33,67.33,45.0,2081.33,1083.0,960.33,772.33,547.0,0.0,2,1,False,False,True,False,False
55.0,57.67,37.33,61.67,58.67,364.0,256.33,1500.33,2144.33,149.33,0.3333333333333333,3,1,False,False,True,False,False
30.0,41.67,58.33,17.33,67.0,208.0,785.33,996.33,58.33,129.0,0.6666666666666666,2,1,True,False,False,False,False
70.33,53.67,24.67,63.0,57.67,444.33,2214.33,114.33,847.0,1062.33,0.3333333333333333,2,1,False,False,True,False,False
49.67,66.67,50.67,56.33,75.0,1857.33,344.33,646.33,754.33,949.0,0.6666666666666666,2,2,True,False,False,False,False
54.0,28.0,70.67,67.33,18.33,1852.0,1477.0,424.33,604.33,240.33,0.0,2,1,False,False,False,False,True
30.67,45.33,53.67,32.0,25.67,82.33,482.33,690.33,988.0,289.33,0.0,2,0,False,False,False,False,True
61.33,49.67,33.33,57.0,58.0,534.33,137.33,721.33,2023.0,2119.0,0.6666666666666666,2,1,True,False,False,False,False
46.67,41.33,41.0,51.33,40.67,900.33,233.33,2061.0,1808.33,917.33,0.3333333333333333,2,1,False,False,True,False,False
34.67,78.0,42.33,51.0,70.67,16.33,301.0,574.33,1168.0,240.33,0.6666666666666666,2,2,False,False,True,False,False
39.33,69.0,66.33,26.0,58.33,1026.33,189.0,104.33,1036.0,726.33,0.6666666666666666,2,1,False,False,False,True,False
34.67,47.33,46.33,62.0,59.0,2197.33,1634.33,1697.33,1900.0,175.0,0.3333333333333333,3,1,False,False,True,False,False
60.33,72.67,37.33,48.67,36.33,1126.33,497.33,1024.33,1570.33,586.33,0.3333333333333333,2,1,False,True,False,False,False
59.33,42.67,36.67,65.67,35.33,690.33,177.33,916.33,766.33,481.33,0.3333333333333333,3,1,True,False,False,False,False
70.33,56.67,71.33,68.33,70.33,101.33,1020.33,1400.33,1794.33,905.33,0.6666666666666666,1,2,True,False,False,False,False
61.33,47.67,54.0,49.0,68.33,1060.33,537.33,1987.0,337.0,1102.33,0.6666666666666666,1,2,False,False,True,False,False
69.33,53.0,27.0,49.33,61.67,740.33,1417.0,588.0,960.33,1358.33,0.6666666666666666,2,1,False,False,False,True,False
55.67,81.0,30.0,58.67,43.33,1825.33,769.0,1008.0,716.33,520.33,0.3333333333333333,2,1,False,False,False,True,False
74.67,59.67,71.0,42.33,64.33,12.33,562.33,481.0,730.33,362.33,0.6666666666666666,2,2,False,True,False,False,False
14.33,61.33,76.33,53.67,63.67,165.33,350.33,472.33,1746.33,486.33,0.3333333333333333,2,1,False,False,False,True,False
22.33,51.33,52.0,39.0,52.67,310.33,1312.33,1957.0,661.0,822.33,0.3333333333333333,3,1,True,False,False,False,False
35.67,36.33,29.0,65.33,46.67,1409.33,158.33,709.0,692.33,449.33,0.3333333333333333,2,1,False,True,False,False,False
77.67,50.0,56.0,30.33,24.67,240.33,756.0,1209.0,1180.33,1285.33,0.3333333333333333,3,1,False,True,False,False,False
61.33,71.67,55.33,37.33,59.67,342.33,176.33,2520.33,112.33,734.33,0.3333333333333333,2,2,True,False,False,False,False
56.33,50.0,29.33,56.33,60.33,726.33,1303.0,674.33,1530.33,2546.33,0.6666666666666666,3,1,True,False,False,False,False
55.0,75.0,50.0,55.33,27.33,2347.0,889.0,1021.0,1214.33,274.33,0.0,2,1,False,False,False,True,False
69.0,66.33,34.33,76.33,72.0,553.0,530.33,462.33,394.33,43.0,1.0,2,2,False,False,False,True,False
59.67,48.0,25.33,56.67,66.0,1412.33,1387.0,104.33,330.33,819.0,0.6666666666666666,1,1,False,False,False,True,False
81.33,38.0,64.67,63.67,72.67,134.33,387.0,940.33,76.33,1182.33,0.6666666666666666,2,2,False,False,False,True,False
41.0,52.0,57.0,61.67,7.0,823.0,307.0,1069.0,1697.33,3.0,0.0,3,1,False,False,False,False,True
22.33,64.33,67.33,38.33,36.33,341.33,2220.33,342.33,226.33,1001.33,0.3333333333333333,2,1,False,False,False,False,True
81.33,46.0,59.67,27.67,84.67,786.33,1801.0,681.33,234.33,142.33,1.0,2,2,False,True,False,False,False
39.33,58.0,44.67,44.67,65.0,422.33,819.0,1810.33,1192.33,592.0,0.6666666666666666,2,1,True,False,False,False,False
59.0,67.67,38.67,45.67,78.33,768.0,1304.33,1681.33,1754.33,405.33,0.6666666666666666,2,2,True,False,False,False,False
36.33,51.0,44.0,47.0,61.67,956.33,1467.0,675.0,793.0,170.33,0.6666666666666666,2,1,False,False,False,True,False
56.0,30.33,49.33,53.67,58.67,189.0,2409.33,457.33,2090.33,1369.33,0.6666666666666666,2,1,False,False,False,False,True
49.33,43.67,85.0,73.0,39.0,660.33,58.33,189.0,361.0,784.0,0.0,2,2,True,False,False,False,False
51.33,44.67,40.33,37.67,50.0,1576.33,1024.33,2597.33,554.33,1693.0,0.3333333333333333,3,1,False,False,False,False,True
51.67,51.33,58.0,70.67,54.33,1329.33,2172.33,981.0,680.33,220.33,0.3333333333333333,2,2,False,False,False,False,True
45.33,51.67,65.67,62.0,42.67,1697.33,1132.33,880.33,589.0,522.33,0.3333333333333333,2,1,False,False,False,False,True
42.33,58.0,66.0,64.0,29.0,212.33,523.0,1327.0,112.0,229.0,0.0,3,1,False,False,False,True,False
82.33,21.0,58.33,52.33,69.0,306.33,673.0,766.33,1365.33,579.0,0.6666666666666666,2,2,True,False,False,False,False
42.67,34.33,80.33,58.0,39.67,2392.33,809.33,296.33,208.0,1317.33,0.3333333333333333,2,1,False,True,False,False,False
62.67,67.33,78.33,41.33,25.67,2044.33,424.33,256.33,984.33,1297.33,0.3333333333333333,2,2,False,False,False,True,False
58.67,73.67,47.33,52.67,30.0,2597.33,900.33,446.33,65.33,589.0,0.0,2,1,True,False,False,False,False
49.33,49.0,49.67,62.0,44.33,562.33,1191.0,2320.33,1108.0,1352.33,0.3333333333333333,2,1,False,False,False,False,True
57.33,27.0,62.67,64.33,16.67,1450.33,868.0,894.33,1494.33,65.33,0.0,2,1,True,False,False,False,False
74.0,27.0,61.0,48.0,45.0,607.0,1027.0,1273.0,1183.0,1963.0,0.3333333333333333,2,1,False,False,False,False,True
59.33,35.67,37.67,86.33,37.0,801.33,289.33,785.33,46.33,2623.0,0.3333333333333333,2,1,False,False,False,False,True
21.67,52.0,78.0,48.33,55.67,384.33,2404.0,183.0,1369.33,872.33,0.3333333333333333,1,1,True,False,False,False,False
54.33,55.0,40.33,27.0,26.67,132.33,700.0,1649.33,1225.0,17.33,0.0,3,0,True,False,False,False,False
62.0,57.67,59.33,50.0,47.33,1873.0,277.33,617.33,399.0,1454.33,0.3333333333333333,2,2,False,False,True,False,False
42.0,39.67,89.0,37.67,56.67,1069.0,364.33,103.0,202.33,121.33,0.3333333333333333,2,1,False,False,True,False,False
62.0,45.67,24.33,11.33,36.0,871.0,1546.33,264.33,186.33,1821.0,0.3333333333333333,3,0,False,True,False,False,False
41.0,55.0,64.0,64.33,7.33,2496.0,2401.0,931.0,837.33,89.33,0.0,2,1,False,True,False,False,False
51.0,65.67,38.67,54.33,63.67,1069.0,530.33,201.33,310.33,2330.33,0.6666666666666666,3,1,False,False,False,False,True
38.33,36.67,49.67,66.67,34.33,1482.33,240.33,1689.33,352.33,926.33,0.3333333333333333,2,1,True,False,False,False,False
72.67,64.0,64.0,67.33,74.33,1642.33,1731.0,508.0,1089.33,554.33,0.6666666666666666,2,2,False,False,True,False,False
54.0,31.33,53.0,47.0,40.33,201.0,804.33,1116.0,1987.0,64.33,0.0,2,1,False,False,True,False,False
70.67,46.67,86.0,8.0,25.0,236.33,1190.33,133.0,129.0,793.0,0.0,1,1,False,False,False,False,True
69.0,66.33,34.33,67.0,60.0,1108.0,81.33,186.33,217.0,1204.0,0.3333333333333333,2,2,False,False,False,True,False
75.0,59.0,38.67,68.0,68.0,529.0,577.0,574.33,628.0,175.0,0.6666666666666666,2,2,False,False,False,True,False
18.0,50.0,56.67,46.0,42.67,169.0,1036.0,1204.33,1348.0,905.33,0.3333333333333333,3,1,False,False,True,False,False
33.33,76.0,55.67,63.33,66.33,1857.33,109.0,960.33,394.33,1808.33,0.6666666666666666,3,2,True,False,False,False,False
8.33,46.33,44.0,40.67,34.0,70.33,1444.33,1387.0,46.33,756.0,0.3333333333333333,2,0,True,False,False,False,False
26.33,24.0,55.33,52.67,61.0,154.33,468.0,2004.33,849.33,1372.0,0.6666666666666666,2,1,False,False,False,True,False
29.33,38.33,59.33,55.67,46.33,646.33,2682.33,32.33,30.33,280.33,0.0,3,1,False,False,True,False,False
41.33,12.67,45.0,14.67,52.0,680.33,310.33,201.0,32.33,1407.0,0.3333333333333333,2,0,False,False,True,False,False
59.67,56.33,51.0,59.33,29.67,1225.33,186.33,412.0,2564.33,472.33,0.0,1,1,True,False,False,False,False
32.0,43.33,52.0,50.0,68.67,772.0,1706.33,1783.0,1372.0,412.33,0.3333333333333333,2,1,True,False,False,False,False
59.0,69.0,44.67,34.33,67.0,151.0,1183.0,242.33,272.33,900.0,0.6666666666666666,3,1,False,False,False,False,True
86.0,61.33,48.67,44.0,13.0,171.0,1094.33,1000.33,277.0,193.0,0.0,1,1,False,False,True,False,False
74.33,54.0,57.0,16.67,59.33,302.33,61.0,1579.0,352.33,449.33,0.3333333333333333,3,1,False,False,False,False,True
58.33,83.67,47.0,72.0,42.33,69.33,246.33,868.0,91.0,1062.33,0.3333333333333333,2,2,False,False,True,False,False
41.0,48.67,65.33,62.0,44.67,1033.0,97.33,494.33,975.0,1612.33,0.3333333333333333,2,1,True,False,False,False,False
61.67,61.33,77.0,57.33,40.33,961.33,1330.33,343.0,1177.33,161.33,0.0,2,2,False,True,False,False,False
38.33,41.0,66.0,37.33,64.67,2764.33,2383.0,903.0,1920.33,456.33,0.3333333333333333,2,1,False,False,True,False,False
50.67,39.33,65.67,62.0,77.33,1010.33,1108.33,1124.33,2803.0,56.33,1.0,2,2,False,True,False,False,False
76.67,49.33,56.67,66.67,59.0,358.33,1785.33,289.33,506.33,733.0,0.6666666666666666,2,2,False,False,True,False,False
49.0,33.67,53.67,65.33,72.33,1147.0,358.33,796.33,1010.33,352.33,1.0,2,1,False,False,False,False,True
62.33,69.0,23.67,50.67,86.67,1064.33,2037.0,610.33,1072.33,214.33,1.0,2,2,True,False,False,False,False
87.33,49.0,52.0,43.33,74.67,42.33,939.0,279.0,344.33,680.33,0.6666666666666666,2,2,True,False,False,False,False
20.33,39.33,57.0,59.67,38.67,290.33,856.33,316.0,417.33,225.33,0.0,2,1,False,True,False,False,False
23.0,36.67,44.33,41.33,50.67,133.0,684.33,1264.33,2626.33,729.33,0.3333333333333333,2,0,False,False,True,False,False
33.33,56.33,53.67,58.33,26.0,426.33,345.33,596.33,1916.33,316.0,0.0,3,1,False,False,False,False,True
49.67,42.0,54.0,45.0,30.0,1689.33,844.0,316.0,1393.0,1459.0,0.3333333333333333,3,1,True,False,False,False,False
49.67,23.67,25.0,65.33,63.33,12.33,462.33,579.0,409.33,1017.33,0.3333333333333333,2,1,False,False,False,True,False
22.33,70.33,29.33,68.67,62.33,156.33,569.33,382.33,1010.33,1032.33,0.6666666666666666,3,1,False,True,False,False,False
37.0,38.67,84.33,40.0,50.0,127.0,1862.33,520.33,931.0,1156.0,0.3333333333333333,2,1,False,False,True,False,False
92.0,25.33,26.0,36.0,31.33,49.0,217.33,9.0,481.0,394.33,0.0,1,1,False,True,False,False,False
43.33,52.0,42.67,57.0,35.0,2466.33,1101.0,616.33,1237.0,2701.0,0.3333333333333333,2,1,False,False,False,True,False
74.67,40.0,42.33,31.33,53.0,616.33,652.0,752.33,26.33,496.0,0.3333333333333333,1,1,False,False,False,True,False
35.67,61.67,44.0,34.67,57.0,1122.33,681.33,927.0,1752.33,1708.0,0.6666666666666666,3,1,False,True,False,False,False
41.0,40.0,64.67,44.33,63.33,1461.0,31.0,380.33,262.33,1250.33,0.6666666666666666,2,1,True,False,False,False,False
53.0,15.67,46.33,45.0,50.67,31.0,341.33,2137.33,637.0,170.33,0.3333333333333333,3,1,False,False,False,False,True
72.67,67.33,22.0,77.0,63.67,289.33,70.33,837.0,592.0,940.33,0.6666666666666666,2,2,False,False,True,False,False
73.67,18.33,25.33,51.67,63.0,824.33,472.33,1777.33,1534.33,1516.0,0.6666666666666666,3,1,True,False,False,False,False
4.33,18.33,28.67,43.67,66.33,4.33,65.33,857.33,462.33,2182.33,0.6666666666666666,2,0,False,False,False,False,True
70.0,65.33,29.67,20.67,53.67,973.0,408.33,533.33,102.33,36.33,0.3333333333333333,2,1,False,False,True,False,False
35.0,42.33,50.67,28.67,11.33,219.0,2160.33,641.33,784.33,121.33,0.0,3,0,False,False,True,False,False
67.67,40.67,57.67,37.33,52.0,1450.33,962.33,1829.33,1202.33,1603.0,0.6666666666666666,3,1,False,False,True,False,False
59.0,19.33,51.0,42.67,48.0,225.0,104.33,804.0,2492.33,463.0,0.3333333333333333,2,1,True,False,False,False,False
36.0,61.0,42.67,63.67,69.67,556.0,1627.0,82.33,736.33,1110.33,0.6666666666666666,2,1,False,False,False,True,False
76.33,44.67,39.0,54.33,55.0,65.33,1180.33,525.0,1346.33,691.0,0.3333333333333333,2,1,True,False,False,False,False
67.0,62.33,36.0,28.67,75.33,916.0,297.33,613.0,576.33,80.33,1.0,2,1,True,False,False,False,False
27.67,42.33,68.0,49.0,48.67,1062.33,2534.33,687.0,1911.0,56.33,0.0,2,1,False,True,False,False,False
84.67,64.0,68.0,73.0,52.67,33.33,133.0,403.0,13.0,1430.33,0.6666666666666666,3,2,False,False,True,False,False
42.33,23.0,27.33,53.67,38.67,140.33,567.0,236.33,1200.33,736.33,0.3333333333333333,2,0,False,False,False,False,True
41.33,7.0,54.0,87.33,53.33,1406.33,37.0,481.0,112.33,1497.33,0.3333333333333333,2,1,False,False,False,False,True
30.33,28.67,70.67,22.33,46.33,1202.33,692.33,600.33,110.33,2065.33,0.3333333333333333,2,0,False,False,False,False,True
55.0,86.33,77.33,29.67,10.0,1737.0,80.33,212.33,632.33,63.0,0.0,2,1,False,False,False,True,False
20.33,66.67,76.33,60.33,48.33,241.33,758.33,208.33,1121.33,280.33,0.0,2,1,False,True,False,False,False
64.0,16.33,37.67,59.0,40.0,1596.0,364.33,1820.33,1597.0,91.0,0.0,3,1,False,False,False,False,True
72.33,59.33,33.0,56.0,81.0,890.33,1342.33,1209.0,333.0,553.0,0.6666666666666666,2,2,False,True,False,False,False
54.67,56.0,46.0,35.0,77.0,661.33,1471.0,579.0,1132.0,525.0,0.6666666666666666,2,1,False,False,False,False,True
18.0,64.0,49.33,35.33,68.67,49.0,468.0,236.33,1934.33,505.33,0.6666666666666666,2,1,False,False,False,True,False
49.67,68.33,44.67,27.0,65.0,21.33,577.33,870.33,192.0,292.0,0.6666666666666666,3,1,False,True,False,False,False
58.33,94.67,36.67,61.67,32.33,2329.33,17.33,2732.33,2617.33,922.33,0.3333333333333333,2,2,False,False,False,True,False
54.67,38.0,50.67,19.0,32.0,1345.33,3.0,2065.33,13.0,1744.0,0.3333333333333333,2,0,False,False,False,False,True
49.33,38.0,20.33,29.67,77.67,1161.33,723.0,352.33,156.33,346.33,0.6666666666666666,2,1,False,False,True,False,False
48.67,53.0,51.33,68.0,50.0,1374.33,1561.0,1754.33,912.0,79.0,0.3333333333333333,2,1,False,False,False,True,False
38.0,65.0,33.0,54.67,45.67,475.0,421.0,1197.0,644.33,2056.33,0.3333333333333333,2,1,False,False,False,True,False
36.0,40.67,52.0,45.33,43.33,127.0,910.33,1297.0,1386.33,1976.33,0.3333333333333333,2,1,False,False,True,False,False
51.33,52.0,75.33,73.33,49.33,257.33,1159.0,12.33,342.33,1376.33,0.3333333333333333,2,2,False,True,False,False,False
58.67,19.0,45.0,35.0,64.67,1857.33,163.0,1764.0,268.0,577.33,0.6666666666666666,2,1,False,False,False,True,False
37.67,45.33,30.67,66.67,15.0,1016.33,1056.33,1345.33,1429.33,399.0,0.0,3,0,False,True,False,False,False
50.33,64.33,37.33,81.33,49.67,730.33,121.33,1070.33,240.33,633.33,0.3333333333333333,2,2,False,False,True,False,False
