employeeId,trainingId,trainerId,codeQuality,communication,problemSolving,timeManagement,assignment_score
4658,26,54,99,14,46,34,19
4659,10,61,90,3,90,45,81
4659,48,146,32,68,16,87,5
4659,39,180,96,71,79,18,13
4660,21,191,43,23,29,59,77
4660,29,159,26,69,39,99,71
4660,40,194,74,53,95,72,90
4661,32,75,80,62,13,29,7
4661,5,70,37,28,48,56,57
4661,25,103,3,95,51,27,8
4662,2,86,8,19,59,14,69
4662,37,199,17,44,20,0,39
4662,27,92,64,87,72,71,87
4663,49,148,69,59,30,24,39
4663,20,35,81,20,75,47,15
4663,24,62,40,90,67,25,76
4664,22,104,27,92,22,32,34
4664,34,80,44,2,63,86,66
4664,18,159,58,55,25,74,89
4665,42,57,6,39,86,20,50
4665,36,201,14,42,37,82,1
4665,32,75,95,38,62,33,13
4666,43,138,71,23,62,77,80
4666,34,80,38,73,18,53,65
4666,3,153,100,23,16,28,59
4667,19,199,8,86,23,96,12
4667,48,146,77,86,95,72,18
4667,40,194,73,31,94,96,85
4668,35,21,71,25,65,28,77
4668,37,199,96,50,10,43,83
4668,31,83,31,28,48,17,89
4669,21,191,40,79,98,32,45
4669,19,199,34,88,8,18,13
4669,25,103,61,89,38,74,70
4670,19,199,99,38,12,56,29
4670,6,76,40,79,82,98,50
4670,36,201,89,61,91,49,37
4671,38,159,21,49,24,66,71
4671,37,199,76,77,41,32,50
4671,10,61,77,28,51,44,60
4672,39,180,13,63,64,21,84
4672,22,104,71,4,45,27,81
4672,36,201,13,79,100,54,75
4673,22,104,47,41,100,18,99
4673,34,80,2,45,75,42,89
4673,40,194,20,85,7,12,12
4674,9,172,55,75,17,84,35
4674,19,199,76,3,21,32,19
4674,43,138,18,54,55,29,14
4675,37,199,96,5,18,93,81
4675,45,120,8,84,77,1,42
4675,32,75,32,3,63,47,76
4676,44,135,64,31,52,70,2
4676,38,159,86,50,23,10,44
4676,10,61,7,99,96,43,77
4677,8,44,82,57,53,51,27
4677,14,219,14,46,52,58,17
4677,43,138,13,0,71,15,15
4678,41,168,80,71,68,99,54
4678,15,126,14,93,4,11,70
4678,38,159,68,39,83,16,28
4679,28,134,60,36,90,80,71
4679,38,159,22,59,11,82,47
4679,30,49,78,36,26,67,27
4680,30,49,53,62,87,35,90
4680,49,148,33,91,27,31,28
4680,18,159,44,30,77,3,48
4681,8,44,74,24,19,99,87
4681,41,168,48,21,98,25,1
4681,25,103,98,59,40,84,84
4682,13,76,71,59,34,42,18
4682,18,159,13,43,83,68,61
4682,43,138,67,100,17,55,95
4683,48,146,1,73,32,58,70
4683,46,187,78,91,59,76,73
4683,40,194,0,80,5,58,3
4684,17,180,35,52,97,14,60
4684,11,88,13,65,100,58,1
4684,49,148,96,35,30,22,92
4685,6,76,9,99,31,35,38
4685,47,122,95,60,61,6,4
4685,38,159,90,85,9,56,40
4686,50,70,35,72,12,48,68
4686,43,138,76,42,7,37,46
4686,3,153,97,6,4,96,57
4687,15,126,50,21,49,12,62
4687,45,120,14,82,85,1,47
4687,33,136,52,44,75,71,68
4688,14,219,86,1,51,62,97
4688,33,136,40,34,98,92,80
4688,44,135,56,16,18,34,71
4689,46,187,4,5,9,48,100
4689,10,61,54,3,48,19,68
4689,27,92,49,89,39,27,7
4690,37,199,82,16,17,36,68
4690,20,35,25,58,46,4,94
4690,22,104,48,15,66,56,13
4691,39,180,22,99,38,32,13
4691,17,180,26,9,81,40,68
4691,11,88,92,33,6,24,41
4692,27,92,34,28,51,67,46
4692,28,134,34,67,89,12,5
4692,23,137,71,0,71,26,12
4693,42,57,82,8,46,69,62
4693,31,83,42,6,84,24,1
4693,3,153,2,43,45,45,85
4694,15,126,30,20,59,54,75
4694,6,76,18,89,16,0,46
4694,34,80,93,79,9,98,95
4695,47,122,64,27,100,86,8
4695,43,138,73,83,81,80,74
4695,18,159,38,85,5,95,67
4696,10,61,44,6,6,65,62
4696,20,35,26,95,5,41,22
4696,45,120,91,63,22,56,64
4697,26,54,45,1,66,36,93
4697,14,219,40,89,56,76,26
4697,33,136,64,18,84,10,25
4698,45,120,65,14,49,29,44
4698,47,122,25,39,37,51,47
4698,42,57,23,75,74,33,55
4699,31,83,58,13,16,85,75
4699,48,146,81,87,37,93,23
4699,26,54,0,49,80,76,93
4700,18,159,1,77,3,55,17
4700,14,219,23,6,86,97,5
4700,32,75,17,19,23,27,50
4701,15,126,81,61,48,87,72
4701,41,168,23,11,31,51,17
4701,8,44,84,100,45,86,10
4702,3,153,55,51,66,81,99
4702,48,146,84,99,72,72,73
4702,41,168,81,25,51,31,33
4703,23,137,88,74,71,25,36
4703,37,199,66,41,15,96,44
4703,4,113,22,6,24,12,47
4704,30,49,34,97,50,35,29
4704,45,120,86,11,25,89,8
4704,17,180,69,26,80,31,3
4705,25,103,33,17,68,84,17
4705,14,219,66,80,42,31,46
4705,44,135,18,66,44,17,80
4706,8,44,72,49,44,27,63
4706,10,61,96,7,90,80,88
4706,30,49,78,7,87,80,65
4707,26,54,11,47,18,55,90
4707,40,194,57,56,40,5,39
4707,46,187,63,66,92,83,70
4708,18,159,46,28,36,19,31
4708,38,159,78,82,12,48,56
4708,16,91,49,5,62,7,87
4709,50,70,36,28,95,88,81
4709,24,62,74,2,12,92,29
4709,5,70,62,44,23,38,46
4710,25,103,53,9,39,35,86
4710,22,104,18,91,91,48,63
4710,16,91,43,95,25,29,70
4711,48,146,73,29,44,87,64
4711,31,83,100,80,66,0,85
4711,49,148,27,33,46,72,61
4712,29,159,69,35,91,7,81
4712,41,168,83,50,8,54,41
4712,28,134,68,58,45,85,67
4713,29,159,0,88,19,70,96
4713,23,137,16,45,54,74,52
4713,31,83,51,34,33,24,77
4714,27,92,5,98,18,8,13
4714,12,156,54,50,44,33,36
4714,5,70,14,22,73,88,19
4715,9,172,33,20,97,49,1
4715,48,146,91,15,80,75,17
4715,30,49,98,64,20,12,71
4716,4,113,98,82,65,10,60
4716,39,180,42,18,54,42,53
4716,36,201,35,76,58,60,40
4717,35,21,49,43,93,58,0
4717,9,172,71,5,24,45,24
4717,37,199,83,2,56,59,72
4718,40,194,64,91,9,39,50
4718,33,136,61,28,97,52,68
4718,47,122,60,67,94,53,82
4719,6,76,80,97,98,23,25
4719,30,49,50,13,1,70,63
4719,36,201,82,18,57,67,7
4720,12,156,67,89,86,57,56
4720,49,148,59,88,0,11,55
4720,25,103,71,55,48,100,6
4721,4,113,78,78,83,0,40
4721,7,73,6,14,29,55,50
4721,20,35,28,64,23,84,35
4722,35,21,65,25,61,81,50
4722,10,61,29,69,38,94,30
4722,2,86,76,27,40,71,85
4723,27,92,7,13,14,30,70
4723,32,75,7,38,75,50,82
4723,17,180,31,38,55,55,1
4724,7,73,5,27,60,4,16
4724,25,103,52,97,67,24,66
4724,24,62,38,6,32,2,62
4725,31,83,9,33,27,55,32
4725,14,219,42,70,71,96,6
4725,19,199,10,29,97,89,63
4726,14,219,2,21,23,63,84
4726,44,135,91,11,1,91,46
4726,15,126,23,9,17,12,69
4727,46,187,43,19,90,64,75
4727,3,153,99,56,67,12,34
4727,5,70,91,41,52,61,64
4728,35,21,31,28,73,6,37
4728,3,153,4,73,43,66,69
4728,43,138,65,90,97,38,100
4729,27,92,11,58,18,95,20
4729,45,120,73,60,91,95,84
4729,50,70,49,77,72,34,6
4730,42,57,15,6,12,37,21
4730,50,70,49,16,12,61,42
4730,34,80,75,49,92,65,45
4731,5,70,7,86,100,73,13
4731,6,76,17,1,14,40,96
4731,16,91,14,30,14,45,42
4732,44,135,42,93,28,65,51
4732,46,187,42,11,44,10,2
4732,40,194,5,87,94,7,54
4733,29,159,75,29,33,7,97
4733,50,70,71,62,56,49,97
4733,26,54,96,93,33,50,77
4734,26,54,92,77,64,45,8
4734,11,88,10,61,41,1,56
4734,13,76,65,15,78,32,96
4735,42,57,45,46,5,8,0
4735,33,136,60,0,66,15,93
4735,16,91,1,51,33,66,4
4736,18,159,40,0,86,22,41
4736,30,49,19,19,45,61,62
4736,6,76,93,42,27,47,21
4737,8,44,64,46,12,46,69
4737,20,35,25,35,16,41,6
4737,50,70,40,86,2,27,89
4738,38,159,13,29,69,17,83
4738,7,73,62,96,38,31,98
4738,14,219,9,59,66,83,44
4739,25,103,52,5,40,42,40
4739,2,86,81,45,1,1,41
4739,49,148,34,43,23,80,28
4740,14,219,25,76,56,41,87
4740,8,44,20,84,78,65,96
4740,3,153,83,93,15,62,8
4741,32,75,18,25,75,8,11
4741,1,102,91,93,29,90,42
4741,10,61,46,46,58,10,0
4742,46,187,21,41,46,26,92
4742,1,102,15,25,10,62,79
4742,44,135,42,18,60,76,43
4743,36,201,56,51,14,85,68
4743,17,180,66,79,33,4,90
4743,7,73,41,84,89,42,89
4744,12,156,8,3,27,31,78
4744,45,120,41,76,17,41,57
4744,25,103,12,42,52,76,80
4745,31,83,83,67,78,54,23
4745,7,73,88,22,35,0,7
4745,10,61,6,93,27,59,76
4746,46,187,96,11,50,1,9
4746,16,91,78,0,5,25,63
4746,12,156,92,46,24,2,66
4747,16,91,55,34,64,91,5
4747,28,134,54,27,16,24,90
4747,18,159,62,91,63,23,15
4748,30,49,77,100,33,51,79
4748,47,122,72,72,76,13,58
4748,15,126,67,48,83,71,22
4749,17,180,23,17,71,14,95
4749,48,146,99,60,83,64,85
4749,42,57,90,20,67,86,69
4750,33,136,56,29,23,100,38
4750,35,21,28,20,31,2,2
4750,43,138,48,67,3,85,26
4751,41,168,51,11,17,95,42
4751,32,75,64,31,85,39,27
4751,6,76,92,53,55,61,76
4752,42,57,41,88,60,0,16
4752,48,146,36,18,63,70,73
4752,44,135,66,30,2,66,53
4753,43,138,64,61,25,56,37
4753,6,76,95,54,56,89,61
4753,37,199,96,77,58,70,62
4754,39,180,47,88,96,7,44
4754,17,180,25,44,95,97,23
4754,23,137,92,28,1,3,30
4755,19,199,89,79,78,86,86
4755,44,135,40,26,33,30,40
4755,7,73,50,60,17,82,63
4756,44,135,0,5,34,92,7
4756,48,146,82,17,100,88,75
4756,26,54,60,72,29,29,94
4757,19,199,5,32,3,51,29
4757,16,91,80,91,99,60,37
4757,40,194,85,5,4,27,29
4758,35,21,98,88,11,47,74
4758,14,219,92,12,49,76,10
4758,21,191,55,64,63,59,79
4759,17,180,76,48,7,55,61
4759,21,191,24,4,34,94,57
4759,27,92,19,49,97,30,66
4760,22,104,89,18,17,93,87
4760,19,199,44,37,65,1,95
4760,25,103,17,80,10,61,30
4761,19,199,11,70,19,97,50
4761,32,75,14,75,18,34,62
4761,40,194,22,22,37,38,93
4762,15,126,84,84,73,79,54
4762,36,201,54,0,65,82,20
4762,4,113,42,26,45,33,95
4763,35,21,72,32,72,98,41
4763,17,180,55,91,19,67,70
4763,47,122,51,87,66,55,47
4764,14,219,68,31,74,76,22
4764,39,180,8,3,13,45,25
4764,30,49,7,98,10,96,51
4765,25,103,12,88,26,56,38
4765,30,49,8,16,5,18,19
4765,13,76,12,11,15,92,16
4766,49,148,88,80,83,47,45
4766,1,102,51,34,21,13,0
4766,29,159,90,37,24,32,14
4767,21,191,77,77,77,13,59
4767,22,104,66,81,77,81,59
4767,20,35,59,55,45,20,41
4768,35,21,5,24,50,63,10
4768,40,194,73,28,48,7,2
4768,25,103,69,91,4,39,71
4769,37,199,49,46,10,0,60
4769,29,159,12,67,75,17,97
4769,18,159,3,38,41,11,22
4770,5,70,80,51,76,19,31
4770,48,146,3,80,44,50,34
4770,50,70,22,100,94,46,81
4771,44,135,82,9,86,55,80
4771,5,70,2,49,83,89,94
4771,18,159,89,49,73,56,55
4772,3,153,6,77,87,18,2
4772,5,70,34,74,10,64,81
4772,9,172,72,65,46,71,84
4773,3,153,14,73,93,95,22
4773,25,103,94,44,22,90,34
4773,35,21,79,17,46,48,88
4774,26,54,81,46,53,11,74
4774,39,180,68,48,31,29,58
4774,9,172,66,20,76,9,99
4775,41,168,21,12,65,69,86
4775,34,80,92,45,53,68,95
4775,47,122,19,15,54,70,43
4776,2,86,20,25,37,56,37
4776,35,21,93,42,86,43,24
4776,12,156,12,83,48,66,81
4777,21,191,86,14,42,38,26
4777,20,35,34,66,57,83,44
4777,41,168,47,5,9,5,12
4778,35,21,46,67,30,57,15
4778,36,201,4,12,77,88,92
4778,32,75,47,47,32,42,0
4779,22,104,15,20,100,54,25
4779,2,86,27,10,43,40,82
4779,24,62,84,99,11,51,48
4780,48,146,60,3,54,72,11
4780,3,153,59,56,51,81,86
4780,35,21,96,12,28,87,56
4781,6,76,89,8,71,6,0
4781,35,21,79,51,43,76,42
4781,16,91,19,95,23,40,80
4782,36,201,13,47,100,54,56
4782,26,54,58,80,71,42,77
4782,37,199,82,26,1,9,98
4783,10,61,70,50,99,20,32
4783,34,80,15,57,20,63,9
4783,38,159,29,31,6,87,75
4784,47,122,9,13,92,0,9
4784,36,201,12,22,85,1,0
4784,45,120,4,23,97,29,88
4785,37,199,67,32,74,3,33
4785,26,54,42,10,54,52,71
4785,31,83,48,59,0,52,19
4786,38,159,80,72,93,30,34
4786,44,135,44,9,97,79,50
4786,36,201,17,97,32,31,9
4787,21,191,80,85,96,17,70
4787,45,120,38,91,4,4,96
4787,5,70,84,9,39,34,4
4788,16,91,99,15,82,4,65
4788,35,21,46,79,47,70,83
4788,12,156,45,99,83,4,87
4789,11,88,3,55,74,92,62
4789,14,219,15,43,71,36,39
4789,35,21,30,92,39,89,84
4790,49,148,41,29,10,8,61
4790,48,146,29,44,1,36,92
4790,32,75,11,69,7,4,61
4791,4,113,39,61,81,71,65
4791,12,156,45,56,19,89,42
4791,22,104,83,7,8,74,19
4792,10,61,88,80,77,0,63
4792,37,199,86,50,18,75,79
4792,33,136,96,78,5,93,97
4793,11,88,41,79,52,1,12
4793,6,76,37,34,66,87,32
4793,33,136,16,23,85,79,56
4794,3,153,80,74,53,34,53
4794,10,61,36,67,8,27,60
4794,20,35,11,36,60,55,30
4795,16,91,78,97,8,99,60
4795,47,122,93,44,22,85,46
4795,7,73,50,17,53,100,31
4796,4,113,14,43,62,7,58
4796,22,104,52,61,8,22,94
4796,1,102,41,4,94,75,23
4797,41,168,77,99,7,89,83
4797,1,102,54,75,95,35,47
4797,16,91,73,89,62,38,67
4798,40,194,4,49,3,91,16
4798,44,135,22,30,39,60,15
4798,15,126,43,5,26,56,9
4799,26,54,67,50,57,47,50
4799,25,103,69,29,100,84,30
4799,2,86,34,27,65,94,84
4800,6,76,54,92,22,81,40
4800,30,49,14,87,34,13,96
4800,41,168,42,16,31,27,77
4801,24,62,56,50,82,95,70
4801,23,137,66,99,64,15,13
4801,29,159,64,22,32,15,55
4802,27,92,7,65,18,37,40
4802,49,148,31,40,50,43,8
4802,9,172,26,52,76,92,60
4803,49,148,91,59,12,60,71
4803,20,35,86,64,26,33,82
4803,9,172,7,19,43,71,57
4804,24,62,58,44,77,4,37
4804,6,76,27,41,21,34,18
4804,42,57,61,58,87,8,76
4805,17,180,93,61,23,8,15
4805,46,187,58,26,72,16,4
4805,36,201,75,40,44,42,83
4806,27,92,63,96,10,30,78
4806,9,172,79,48,31,65,34
4806,49,148,15,65,11,42,30
4807,22,104,65,29,28,59,82
4807,43,138,69,8,59,58,83
4807,8,44,23,67,40,92,95
4808,3,153,17,75,85,66,77
4808,31,83,94,7,24,12,26
4808,10,61,21,48,78,64,79
4809,45,120,27,100,98,17,62
4809,19,199,28,30,0,22,16
4809,46,187,29,23,22,73,12
4810,27,92,66,64,29,20,56
4810,40,194,31,64,52,91,24
4810,19,199,74,94,35,13,40
4811,46,187,93,57,13,95,92
4811,28,134,93,91,51,70,50
4811,2,86,36,48,81,78,94
4812,48,146,82,61,86,96,83
4812,35,21,31,11,63,33,19
4812,46,187,62,65,79,48,96
4813,7,73,18,47,28,80,96
4813,16,91,1,88,94,70,44
4813,38,159,62,55,100,75,55
4814,21,191,52,54,95,75,40
4814,1,102,25,28,54,86,62
4814,27,92,50,37,1,22,87
4815,39,180,92,71,40,25,82
4815,46,187,20,91,17,64,97
4815,12,156,3,11,15,57,78
4816,35,21,40,77,26,52,14
4816,43,138,53,44,3,75,4
4816,21,191,95,25,0,90,72
4817,21,191,11,84,40,32,15
4817,10,61,10,0,7,57,85
4817,40,194,12,42,46,47,4
4818,47,122,95,27,94,35,26
4818,50,70,30,39,89,93,49
4818,43,138,68,89,55,25,39
4819,11,88,75,35,94,43,6
4819,3,153,95,59,50,22,2
4819,29,159,64,92,72,13,63
4820,15,126,25,57,92,17,86
4820,22,104,73,27,29,76,83
4820,46,187,66,78,55,98,34
4821,20,35,7,15,26,75,70
4821,42,57,0,41,84,96,34
4821,5,70,100,29,84,55,63
4822,17,180,71,17,41,94,14
4822,46,187,1,100,28,3,79
4822,1,102,64,3,58,69,95
4823,43,138,2,92,46,16,70
4823,47,122,1,27,34,20,13
4823,18,159,19,44,47,86,46
4824,20,35,77,91,43,10,50
4824,48,146,29,1,56,13,43
4824,42,57,71,35,29,81,63
4825,14,219,84,96,25,46,98
4825,8,44,26,47,20,32,89
4825,27,92,31,10,70,67,74
4826,20,35,62,49,54,13,98
4826,19,199,14,22,94,34,90
4826,50,70,58,88,53,82,10
4827,5,70,23,87,6,50,64
4827,45,120,45,50,51,19,50
4827,15,126,23,14,26,23,14
4828,21,191,55,69,10,63,45
4828,34,80,71,49,78,26,54
4828,28,134,64,87,0,43,88
4829,45,120,75,73,63,18,82
4829,36,201,66,40,50,99,77
4829,12,156,64,3,2,41,27
4830,42,57,12,14,18,69,54
4830,15,126,99,78,67,63,45
4830,39,180,43,73,1,90,80
4831,45,120,51,35,60,41,13
4831,30,49,69,5,25,92,43
4831,7,73,1,1,83,59,87
4832,37,199,48,56,18,99,3
4832,27,92,13,43,57,21,53
4832,23,137,46,21,38,63,31
4833,2,86,4,53,92,82,28
4833,6,76,29,30,48,42,40
4833,16,91,76,22,44,63,53
4834,23,137,61,79,55,90,2
4834,45,120,81,18,77,18,72
4834,22,104,87,65,4,89,86
4835,41,168,94,29,79,54,40
4835,25,103,80,55,66,31,66
4835,22,104,62,58,71,62,93
4836,50,70,59,62,76,71,81
4836,42,57,32,13,45,9,48
4836,49,148,2,8,11,48,72
4837,7,73,92,81,21,65,80
4837,6,76,12,34,18,10,33
4837,30,49,54,12,66,7,48
4838,4,113,59,21,19,37,61
4838,5,70,20,65,55,62,51
4838,17,180,15,84,73,29,58
4839,50,70,94,6,65,90,37
4839,5,70,15,26,64,77,52
4839,11,88,86,89,0,29,66
4840,44,135,60,99,78,78,52
4840,5,70,93,7,21,61,3
4840,45,120,53,61,54,94,8
4841,43,138,56,8,95,30,86
4841,45,120,27,82,34,18,19
4841,16,91,60,30,80,87,94
4842,35,21,22,88,100,24,11
4842,12,156,27,74,19,70,76
4842,31,83,66,80,89,55,40
4843,46,187,65,33,18,28,8
4843,8,44,4,63,17,61,11
4843,21,191,75,46,26,37,70
4844,16,91,17,0,14,46,87
4844,40,194,16,99,19,96,64
4844,47,122,41,93,67,67,31
4845,23,137,45,6,30,50,40
4845,48,146,72,60,57,45,63
4845,34,80,65,56,37,3,47
4846,38,159,42,79,21,17,37
4846,14,219,25,9,26,55,38
4846,42,57,31,68,86,41,100
4847,35,21,3,92,23,92,60
4847,46,187,63,61,49,66,41
4847,3,153,13,80,49,93,91
4848,43,138,97,52,68,46,42
4848,17,180,64,69,54,74,10
4848,8,44,11,88,10,76,7
4849,32,75,21,4,41,38,49
4849,2,86,57,16,12,30,97
4849,47,122,4,76,53,38,77
4850,34,80,28,74,93,73,1
4850,27,92,3,12,57,81,17
4850,22,104,97,76,40,3,20
4851,12,156,35,63,80,100,62
4851,29,159,52,49,56,74,11
4851,50,70,71,93,79,70,74
4852,44,135,78,64,37,46,49
4852,28,134,21,10,65,55,30
4852,18,159,91,75,50,80,9
4853,22,104,9,63,77,77,47
4853,15,126,12,68,69,64,45
4853,32,75,99,31,20,35,20
4854,21,191,66,26,74,14,86
4854,47,122,27,52,25,70,72
4854,20,35,8,79,31,81,44
4855,8,44,42,65,26,76,23
4855,4,113,54,49,39,44,65
4855,16,91,88,49,27,48,5
4856,12,156,75,99,52,74,25
4856,39,180,37,81,88,0,14
4856,26,54,85,92,52,65,72
4857,33,136,71,61,20,79,44
4857,38,159,32,28,92,97,87
4857,26,54,37,25,67,27,97
4858,13,76,6,54,3,72,89
4858,12,156,34,99,58,81,23
4858,50,70,51,88,22,68,71
4859,27,92,35,64,15,23,86
4859,33,136,49,54,91,52,77
4859,5,70,67,97,76,72,43
4860,7,73,37,69,31,50,37
4860,18,159,72,55,44,34,98
4860,41,168,46,41,45,74,3
4861,10,61,8,51,42,89,91
4861,43,138,87,78,89,5,56
4861,36,201,7,38,70,39,51
4862,17,180,78,99,34,40,13
4862,28,134,30,12,10,11,47
4862,15,126,94,71,31,32,84
4863,31,83,0,43,59,25,55
4863,33,136,62,82,76,55,26
4863,28,134,92,73,88,72,2
4864,38,159,63,78,40,16,70
4864,26,54,2,56,94,88,78
4864,2,86,45,34,23,3,23
4865,19,199,50,14,27,18,56
4865,47,122,24,32,1,94,85
4865,42,57,29,12,2,29,84
4866,17,180,70,12,45,41,62
4866,18,159,26,22,8,19,6
4866,50,70,22,60,54,54,40
4867,50,70,22,62,33,24,14
4867,32,75,28,70,15,7,91
4867,4,113,66,8,13,4,31
4868,39,180,38,83,6,81,43
4868,20,35,98,84,35,90,27
4868,5,70,38,45,96,68,97
4869,40,194,86,56,95,34,65
4869,32,75,51,59,83,95,77
4869,6,76,67,49,71,58,0
4870,23,137,32,3,9,96,70
4870,31,83,82,33,97,67,87
4870,28,134,2,7,60,6,16
4871,9,172,53,19,99,79,58
4871,13,76,20,12,19,2,69
4871,11,88,16,62,31,42,32
4872,13,76,77,19,54,88,78
4872,19,199,0,7,39,65,17
4872,24,62,34,40,1,68,24
4873,45,120,93,99,78,7,36
4873,12,156,81,26,52,51,81
4873,37,199,72,91,7,13,19
4874,20,35,16,96,89,18,36
4874,34,80,81,59,9,53,19
4874,19,199,34,10,80,42,86
4875,38,159,83,62,29,64,70
4875,32,75,61,71,19,14,42
4875,49,148,78,89,41,23,22
4876,2,86,47,83,44,38,20
4876,24,62,95,29,87,94,95
4876,44,135,27,75,36,44,60
4877,1,102,13,7,86,45,10
4877,24,62,67,98,99,36,42
4877,34,80,0,75,70,98,16
4878,50,70,83,63,89,42,28
4878,30,49,35,78,83,42,86
4878,10,61,2,58,89,18,63
4879,38,159,10,72,94,92,91
4879,36,201,23,61,39,41,78
4879,6,76,0,31,36,56,66
4880,38,159,77,93,95,60,9
4880,50,70,70,41,99,55,65
4880,46,187,52,3,96,58,44
4881,43,138,94,35,38,74,92
4881,26,54,68,43,86,79,83
4881,32,75,94,93,29,10,59
4882,10,61,33,85,2,30,51
4882,33,136,5,17,11,17,23
4882,35,21,65,95,47,62,84
4883,18,159,96,32,48,40,73
4883,22,104,91,56,70,35,48
4883,35,21,25,22,9,1,4
4884,33,136,24,22,12,49,6
4884,48,146,0,83,46,11,82
4884,32,75,92,63,72,44,80
4885,43,138,36,70,65,33,82
4885,1,102,13,73,56,82,90
4885,47,122,47,13,94,69,88
4886,9,172,37,72,17,19,54
4886,40,194,86,30,15,97,99
4886,23,137,32,90,56,15,95
4887,19,199,71,78,29,45,10
4887,15,126,71,86,48,94,14
4887,40,194,72,45,59,42,93
4888,26,54,88,93,7,51,6
4888,45,120,6,3,83,39,34
4888,32,75,58,77,61,44,57
4889,8,44,23,12,70,35,41
4889,12,156,46,15,1,45,6
4889,45,120,22,83,35,57,3
4890,2,86,95,8,18,89,26
4890,8,44,29,41,47,87,15
4890,10,61,83,2,92,49,34
4891,42,57,56,98,46,76,3
4891,12,156,5,13,19,74,9
4891,2,86,51,85,54,89,7
4892,44,135,21,45,76,62,69
4892,46,187,35,26,46,29,22
4892,47,122,83,99,38,80,74
4893,25,103,87,84,64,94,76
4893,37,199,84,89,32,61,97
4893,1,102,22,74,35,25,93
4894,1,102,23,6,100,0,13
4894,24,62,40,24,91,27,24
4894,3,153,36,76,57,61,68
4895,20,35,71,20,76,80,21
4895,43,138,31,7,99,32,47
4895,18,159,46,67,50,3,54
4896,18,159,36,46,41,92,95
4896,9,172,95,2,7,3,17
4896,33,136,98,94,1,19,56
4897,4,113,78,52,27,49,3
4897,25,103,49,44,74,7,34
4897,26,54,32,59,53,36,86
4898,41,168,20,20,28,93,5
4898,22,104,92,90,43,27,69
4898,26,54,66,15,13,35,68
4899,12,156,64,45,96,27,26
4899,15,126,49,91,48,66,21
4899,27,92,2,55,1,89,31
4900,6,76,48,12,41,48,0
4900,48,146,5,30,47,7,10
4900,22,104,45,69,93,4,21
4901,23,137,11,50,50,9,10
4901,50,70,18,70,22,53,90
4901,28,134,88,50,71,32,57
4902,27,92,80,24,8,6,55
4902,28,134,26,0,93,31,70
4902,14,219,84,67,71,49,47
4903,5,70,86,47,57,16,35
4903,37,199,98,72,53,73,10
4903,32,75,99,36,42,33,19
4904,47,122,73,89,21,31,35
4904,44,135,19,43,41,78,29
4904,40,194,68,77,55,45,64
4905,16,91,5,37,23,14,43
4905,7,73,36,69,64,89,2
4905,48,146,73,94,48,71,79
4906,28,134,30,13,55,29,81
4906,45,120,18,86,53,5,56
4906,50,70,67,73,93,54,97
4907,24,62,2,54,65,6,21
4907,5,70,36,43,31,58,97
4907,17,180,8,28,73,81,10
4908,19,199,9,28,52,20,74
4908,14,219,87,26,86,30,83
4908,32,75,36,10,71,99,82
4909,4,113,88,89,18,7,82
4909,36,201,89,11,22,17,22
4909,3,153,69,52,20,9,8
4910,35,21,21,33,46,69,84
4910,48,146,29,27,90,89,77
4910,2,86,29,8,23,68,23
4911,32,75,41,88,0,40,39
4911,24,62,78,97,79,30,96
4911,19,199,15,65,19,78,34
4912,41,168,63,25,43,71,20
4912,12,156,38,97,92,83,35
4912,33,136,73,40,48,8,62
4913,7,73,16,100,80,49,49
4913,19,199,80,49,47,2,31
4913,22,104,0,19,53,37,47
4914,23,137,82,2,69,66,32
4914,22,104,49,75,100,90,100
4914,38,159,26,87,83,62,96
4915,7,73,26,85,33,100,40
4915,31,83,81,92,54,45,92
4915,28,134,32,86,46,59,26
4916,25,103,78,38,79,19,28
4916,2,86,10,7,92,95,93
4916,44,135,44,24,14,15,30
4917,21,191,36,94,71,33,64
4917,31,83,21,77,57,53,13
4917,49,148,50,60,6,29,13
4918,1,102,30,22,30,3,97
4918,23,137,82,61,100,17,20
4918,30,49,100,100,52,45,67
4919,44,135,31,100,28,12,87
4919,21,191,13,4,46,48,7
4919,33,136,84,94,73,14,67
4920,6,76,71,39,55,56,2
4920,8,44,16,69,65,36,26
4920,42,57,80,30,69,17,96
4921,35,21,83,74,2,46,28
4921,8,44,6,26,88,29,24
4921,9,172,32,70,5,19,35
4922,41,168,70,62,76,80,42
4922,15,126,93,11,46,22,23
4922,40,194,50,94,42,84,95
4923,8,44,80,2,28,8,72
4923,19,199,60,35,46,9,68
4923,47,122,73,57,72,99,63
4924,42,57,43,65,26,69,28
4924,23,137,53,21,44,26,85
4924,1,102,18,47,91,32,49
4925,42,57,26,48,68,44,25
4925,49,148,70,73,14,64,24
4925,27,92,8,81,25,12,56
4926,34,80,66,91,88,40,83
4926,39,180,76,15,1,25,12
4926,38,159,41,44,52,82,13
4927,14,219,34,25,78,90,40
4927,23,137,97,4,98,9,29
4927,45,120,38,16,57,50,18
4928,19,199,75,14,4,20,69
4928,28,134,11,85,47,46,0
4928,1,102,43,90,56,54,68
4929,38,159,33,20,63,13,46
4929,29,159,71,23,51,38,50
4929,41,168,53,77,48,48,81
4930,30,49,73,73,59,98,1
4930,42,57,57,47,21,53,5
4930,31,83,9,62,27,32,77
4931,18,159,66,61,53,19,26
4931,42,57,95,53,50,35,14
4931,30,49,23,14,45,36,99
4932,40,194,32,97,52,42,16
