value,trainingId,employeeId,trainerId
19,4,4591,90
57,6,4591,73
23,18,4591,72
47,4,4592,90
26,20,4592,98
8,19,4592,20
57,10,4593,106
60,17,4593,84
33,18,4593,72
27,19,4594,20
75,5,4594,42
36,17,4594,84
1,9,4595,63
72,7,4595,109
69,11,4595,39
40,14,4596,40
49,9,4596,63
37,5,4596,42
94,13,4597,21
74,14,4597,40
97,2,4597,11
52,5,4598,42
9,6,4598,73
50,8,4598,84
86,16,4599,41
48,19,4599,20
66,13,4599,21
59,3,4600,102
96,8,4600,84
77,19,4600,20
61,12,4601,13
42,15,4601,101
81,19,4601,20
32,7,4602,109
18,14,4602,40
21,1,4602,92
17,17,4603,84
26,9,4603,63
55,7,4603,109
61,20,4604,98
36,12,4604,13
44,19,4604,20
36,4,4605,90
78,7,4605,109
73,2,4605,11
64,19,4606,20
87,4,4606,90
90,1,4606,92
76,8,4607,84
55,20,4607,98
40,17,4607,84
71,2,4608,11
67,15,4608,101
79,4,4608,90
60,2,4609,11
86,11,4609,39
87,1,4609,92
71,11,4610,39
94,14,4610,40
96,4,4610,90
19,11,4611,39
62,10,4611,106
46,19,4611,20
34,3,4612,102
27,17,4612,84
4,1,4612,92
47,16,4613,41
86,19,4613,20
78,9,4613,63
8,15,4614,101
72,10,4614,106
20,14,4614,40
35,19,4615,20
89,11,4615,39
89,7,4615,109
83,4,4616,90
53,18,4616,72
37,8,4616,84
5,13,4617,21
87,5,4617,42
14,7,4617,109
40,15,4618,101
59,8,4618,84
2,5,4618,42
43,2,4619,11
72,17,4619,84
46,12,4619,13
68,14,4620,40
93,7,4620,109
39,12,4620,13
23,7,4621,109
71,18,4621,72
92,2,4621,11
2,2,4622,11
24,11,4622,39
29,17,4622,84
96,15,4623,101
78,14,4623,40
41,7,4623,109
23,19,4624,20
48,4,4624,90
18,17,4624,84
8,8,4625,84
81,7,4625,109
26,17,4625,84
2,19,4626,20
69,18,4626,72
85,2,4626,11
48,17,4627,84
60,12,4627,13
34,15,4627,101
68,4,4628,90
93,18,4628,72
53,8,4628,84
43,19,4629,20
2,5,4629,42
30,6,4629,73
26,18,4630,72
44,12,4630,13
100,5,4630,42
55,1,4631,92
89,16,4631,41
9,3,4631,102
8,7,4632,109
33,15,4632,101
68,5,4632,42
33,14,4633,40
21,2,4633,11
98,19,4633,20
0,9,4634,63
2,1,4634,92
48,5,4634,42
89,7,4635,109
47,16,4635,41
55,18,4635,72
59,11,4636,39
1,7,4636,109
27,3,4636,102
99,4,4637,90
73,6,4637,73
28,11,4637,39
30,20,4638,98
69,9,4638,63
36,16,4638,41
15,1,4639,92
46,16,4639,41
93,7,4639,109
32,20,4640,98
62,11,4640,39
17,9,4640,63
84,13,4641,21
55,11,4641,39
4,3,4641,102
24,1,4642,92
25,8,4642,84
86,16,4642,41
57,19,4643,20
97,18,4643,72
58,20,4643,98
13,11,4644,39
27,3,4644,102
40,1,4644,92
16,18,4645,72
22,20,4645,98
22,15,4645,101
2,8,4646,84
31,6,4646,73
39,13,4646,21
65,4,4647,90
75,14,4647,40
55,16,4647,41
80,12,4648,13
93,20,4648,98
42,13,4648,21
29,4,4649,90
60,12,4649,13
3,15,4649,101
8,12,4650,13
36,8,4650,84
87,11,4650,39
3,1,4651,92
49,18,4651,72
27,3,4651,102
47,7,4652,109
48,20,4652,98
70,11,4652,39
46,18,4653,72
96,2,4653,11
11,3,4653,102
25,5,4654,42
13,1,4654,92
45,6,4654,73
25,7,4655,109
58,12,4655,13
63,13,4655,21
37,10,4656,106
37,13,4656,21
67,1,4656,92
66,7,4657,109
13,6,4657,73
39,1,4657,92
29,20,4658,98
97,9,4658,63
80,10,4658,106
17,17,4659,84
31,6,4659,73
26,2,4659,11
81,15,4660,101
71,9,4660,63
95,11,4660,39
84,17,4661,84
69,9,4661,63
56,1,4661,92
30,3,4662,102
31,15,4662,101
97,19,4662,20
33,1,4663,92
61,13,4663,21
1,16,4663,41
0,7,4664,109
47,1,4664,92
87,16,4664,41
15,16,4665,41
99,3,4665,102
90,7,4665,109
60,1,4666,92
50,19,4666,20
19,12,4666,13
31,10,4667,106
56,13,4667,21
37,7,4667,109
61,10,4668,106
71,8,4668,84
90,19,4668,20
69,6,4669,73
9,15,4669,101
5,10,4669,106
66,18,4670,72
80,13,4670,21
39,3,4670,102
93,8,4671,84
70,19,4671,20
67,7,4671,109
19,17,4672,84
33,3,4672,102
69,2,4672,11
23,19,4673,20
32,1,4673,92
18,20,4673,98
39,2,4674,11
13,17,4674,84
66,3,4674,102
2,1,4675,92
95,2,4675,11
88,7,4675,109
34,9,4676,63
77,4,4676,90
37,5,4676,42
84,1,4677,92
74,9,4677,63
20,3,4677,102
81,12,4678,13
28,14,4678,40
91,4,4678,90
96,19,4679,20
19,1,4679,92
11,12,4679,13
61,2,4680,11
61,18,4680,72
17,8,4680,84
32,16,4681,41
40,20,4681,98
91,8,4681,84
1,13,4682,21
62,3,4682,102
52,5,4682,42
86,10,4683,106
18,18,4683,72
95,17,4683,84
24,18,4684,72
38,16,4684,41
96,11,4684,39
39,9,4685,63
63,6,4685,73
78,7,4685,109
5,14,4686,40
7,12,4686,13
43,11,4686,39
8,13,4687,21
78,6,4687,73
54,14,4687,40
52,1,4688,92
71,2,4688,11
17,5,4688,42
93,11,4689,39
16,15,4689,101
97,16,4689,41
27,4,4690,90
4,3,4690,102
68,13,4690,21
37,13,4691,21
2,15,4691,101
65,8,4691,84
95,6,4692,73
27,7,4692,109
20,16,4692,41
16,5,4693,42
66,12,4693,13
33,20,4693,98
34,2,4694,11
87,18,4694,72
25,13,4694,21
77,18,4695,72
93,14,4695,40
72,16,4695,41
19,18,4696,72
98,13,4696,21
7,3,4696,102
76,7,4697,109
21,11,4697,39
38,9,4697,63
95,12,4698,13
91,3,4698,102
39,7,4698,109
63,17,4699,84
18,4,4699,90
84,16,4699,41
35,18,4700,72
21,17,4700,84
35,11,4700,39
4,16,4701,41
23,15,4701,101
31,3,4701,102
2,10,4702,106
53,11,4702,39
93,16,4702,41
48,4,4703,90
25,19,4703,20
100,7,4703,109
99,5,4704,42
79,10,4704,106
21,17,4704,84
32,1,4705,92
57,7,4705,109
44,15,4705,101
0,1,4706,92
87,17,4706,84
42,10,4706,106
93,3,4707,102
34,2,4707,11
100,7,4707,109
61,18,4708,72
58,13,4708,21
90,2,4708,11
47,11,4709,39
62,12,4709,13
50,7,4709,109
87,15,4710,101
95,9,4710,63
95,14,4710,40
40,2,4711,11
98,1,4711,92
54,10,4711,106
70,11,4712,39
73,2,4712,11
38,9,4712,63
24,6,4713,73
89,3,4713,102
2,12,4713,13
56,6,4714,73
22,4,4714,90
3,18,4714,72
75,12,4715,13
78,10,4715,106
35,14,4715,40
88,16,4716,41
97,3,4716,102
40,13,4716,21
93,20,4717,98
7,19,4717,20
3,12,4717,13
3,18,4718,72
93,15,4718,101
80,12,4718,13
16,4,4719,90
49,16,4719,41
30,14,4719,40
4,8,4720,84
70,2,4720,11
62,10,4720,106
36,5,4721,42
53,20,4721,98
64,8,4721,84
96,20,4722,98
73,8,4722,84
6,19,4722,20
59,11,4723,39
87,17,4723,84
33,9,4723,63
52,12,4724,13
41,8,4724,84
42,5,4724,42
9,11,4725,39
1,9,4725,63
5,10,4725,106
75,12,4726,13
38,14,4726,40
68,6,4726,73
68,6,4727,73
20,2,4727,11
20,20,4727,98
53,6,4728,73
68,8,4728,84
74,2,4728,11
31,18,4729,72
77,12,4729,13
93,11,4729,39
62,9,4730,63
52,15,4730,101
33,3,4730,102
99,10,4731,106
44,6,4731,73
53,4,4731,90
91,18,4732,72
12,8,4732,84
1,5,4732,42
91,5,4733,42
55,11,4733,39
63,1,4733,92
3,9,4734,63
83,3,4734,102
79,20,4734,98
96,10,4735,106
34,2,4735,11
72,7,4735,109
91,8,4736,84
89,1,4736,92
56,16,4736,41
33,18,4737,72
22,8,4737,84
90,1,4737,92
35,4,4738,90
45,7,4738,109
67,17,4738,84
54,18,4739,72
41,16,4739,41
71,3,4739,102
26,12,4740,13
37,18,4740,72
45,20,4740,98
37,6,4741,73
6,16,4741,41
54,5,4741,42
75,10,4742,106
49,6,4742,73
33,19,4742,20
41,13,4743,21
19,10,4743,106
89,14,4743,40
97,16,4744,41
74,6,4744,73
17,19,4744,20
40,19,4745,20
47,5,4745,42
23,4,4745,90
64,9,4746,63
85,11,4746,39
37,16,4746,41
89,12,4747,13
25,1,4747,92
37,4,4747,90
69,8,4748,84
61,17,4748,84
82,19,4748,20
18,19,4749,20
42,16,4749,41
62,2,4749,11
67,5,4750,42
16,15,4750,101
40,6,4750,73
46,2,4751,11
9,10,4751,106
98,18,4751,72
35,5,4752,42
1,16,4752,41
86,7,4752,109
0,8,4753,84
12,7,4753,109
87,20,4753,98
36,16,4754,41
36,14,4754,40
59,4,4754,90
68,19,4755,20
56,18,4755,72
97,12,4755,13
5,1,4756,92
84,17,4756,84
29,9,4756,63
54,1,4757,92
95,4,4757,90
25,13,4757,21
37,4,4758,90
31,13,4758,21
80,15,4758,101
4,7,4759,109
33,6,4759,73
74,5,4759,42
48,17,4760,84
20,13,4760,21
44,10,4760,106
8,5,4761,42
93,10,4761,106
14,13,4761,21
32,15,4762,101
57,6,4762,73
54,3,4762,102
10,8,4763,84
11,13,4763,21
31,15,4763,101
50,5,4764,42
44,2,4764,11
46,4,4764,90
94,11,4765,39
5,20,4765,98
67,17,4765,84
70,9,4766,63
72,12,4766,13
95,19,4766,20
52,19,4767,20
85,15,4767,101
3,3,4767,102
43,10,4768,106
69,19,4768,20
71,5,4768,42
15,18,4769,72
53,19,4769,20
15,17,4769,84
20,7,4770,109
81,12,4770,13
70,5,4770,42
74,19,4771,20
3,1,4771,92
59,18,4771,72
29,2,4772,11
42,4,4772,90
65,9,4772,63
88,3,4773,102
61,15,4773,101
100,19,4773,20
92,17,4774,84
17,10,4774,106
65,16,4774,41
2,13,4775,21
71,15,4775,101
33,10,4775,106
48,12,4776,13
82,4,4776,90
92,1,4776,92
76,7,4777,109
73,16,4777,41
11,18,4777,72
34,13,4778,21
9,3,4778,102
66,7,4778,109
90,18,4779,72
21,11,4779,39
0,10,4779,106
58,13,4780,21
24,10,4780,106
38,1,4780,92
53,17,4781,84
88,1,4781,92
14,10,4781,106
21,18,4782,72
44,4,4782,90
46,5,4782,42
99,7,4783,109
77,16,4783,41
17,18,4783,72
16,2,4784,11
90,18,4784,72
96,10,4784,106
61,17,4785,84
31,6,4785,73
21,8,4785,84
71,7,4786,109
94,5,4786,42
77,19,4786,20
42,20,4787,98
75,9,4787,63
84,11,4787,39
55,6,4788,73
93,16,4788,41
91,11,4788,39
34,14,4789,40
83,17,4789,84
73,18,4789,72
64,19,4790,20
44,16,4790,41
57,2,4790,11
21,20,4791,98
57,7,4791,109
86,10,4791,106
93,17,4792,84
44,9,4792,63
86,5,4792,42
22,17,4793,84
100,12,4793,13
39,20,4793,98
33,7,4794,109
85,10,4794,106
33,16,4794,41
17,18,4795,72
0,3,4795,102
75,11,4795,39
62,16,4796,41
41,2,4796,11
6,13,4796,21
30,8,4797,84
84,18,4797,72
26,12,4797,13
78,16,4798,41
70,20,4798,98
48,13,4798,21
26,14,4799,40
78,3,4799,102
55,9,4799,63
20,17,4800,84
87,12,4800,13
41,14,4800,40
55,3,4801,102
12,1,4801,92
64,4,4801,90
43,9,4802,63
22,15,4802,101
69,18,4802,72
87,2,4803,11
99,15,4803,101
92,20,4803,98
28,13,4804,21
15,16,4804,41
92,17,4804,84
85,7,4805,109
3,16,4805,41
32,17,4805,84
80,8,4806,84
6,13,4806,21
47,18,4806,72
16,10,4807,106
11,14,4807,40
5,13,4807,21
67,6,4808,73
15,18,4808,72
0,20,4808,98
97,16,4809,41
14,7,4809,109
77,15,4809,101
55,2,4810,11
96,18,4810,72
27,20,4810,98
9,7,4811,109
71,13,4811,21
10,14,4811,40
46,7,4812,109
31,10,4812,106
60,2,4812,11
92,7,4813,109
73,9,4813,63
44,5,4813,42
88,8,4814,84
64,19,4814,20
16,9,4814,63
72,10,4815,106
59,18,4815,72
95,13,4815,21
59,18,4816,72
61,19,4816,20
62,3,4816,102
64,20,4817,98
42,12,4817,13
94,17,4817,84
42,8,4818,84
22,19,4818,20
8,13,4818,21
7,16,4819,41
27,18,4819,72
25,7,4819,109
24,14,4820,40
88,10,4820,106
2,15,4820,101
51,12,4821,13
16,4,4821,90
100,13,4821,21
98,15,4822,101
66,19,4822,20
36,7,4822,109
26,11,4823,39
8,19,4823,20
94,20,4823,98
25,15,4824,101
54,9,4824,63
10,17,4824,84
44,11,4825,39
91,18,4825,72
14,12,4825,13
96,5,4826,42
70,16,4826,41
17,6,4826,73
65,8,4827,84
85,1,4827,92
27,6,4827,73
7,2,4828,11
100,18,4828,72
84,13,4828,21
78,18,4829,72
7,14,4829,40
63,2,4829,11
13,11,4830,39
1,9,4830,63
72,6,4830,73
75,8,4831,84
100,3,4831,102
1,17,4831,84
3,11,4832,39
21,4,4832,90
13,20,4832,98
27,13,4833,21
95,9,4833,63
66,8,4833,84
74,2,4834,11
41,12,4834,13
41,18,4834,72
73,12,4835,13
57,3,4835,102
15,10,4835,106
45,8,4836,84
46,2,4836,11
64,19,4836,20
51,4,4837,90
18,14,4837,40
22,20,4837,98
67,20,4838,98
46,11,4838,39
27,6,4838,73
62,8,4839,84
70,12,4839,13
5,18,4839,72
60,10,4840,106
67,18,4840,72
83,4,4840,90
29,13,4841,21
92,17,4841,84
55,11,4841,39
59,19,4842,20
29,5,4842,42
99,16,4842,41
54,1,4843,92
80,2,4843,11
40,3,4843,102
17,1,4844,92
30,17,4844,84
71,7,4844,109
14,16,4845,41
97,14,4845,40
26,4,4845,90
18,3,4846,102
61,6,4846,73
77,9,4846,63
0,7,4847,109
29,2,4847,11
84,18,4847,72
73,10,4848,106
31,8,4848,84
38,11,4848,39
3,4,4849,90
44,2,4849,11
83,19,4849,20
59,12,4850,13
48,8,4850,84
5,5,4850,42
17,4,4851,90
64,20,4851,98
37,14,4851,40
98,2,4852,11
1,14,4852,40
100,9,4852,63
38,5,4853,42
12,9,4853,63
4,13,4853,21
75,3,4854,102
40,18,4854,72
34,11,4854,39
47,13,4855,21
46,14,4855,40
0,8,4855,84
48,7,4856,109
87,2,4856,11
15,14,4856,40
43,3,4857,102
99,1,4857,92
20,19,4857,20
50,20,4858,98
79,12,4858,13
100,14,4858,40
98,18,4859,72
77,19,4859,20
37,17,4859,84
74,8,4860,84
4,17,4860,84
1,18,4860,72
55,3,4861,102
78,5,4861,42
60,12,4861,13
36,1,4862,92
24,16,4862,41
38,18,4862,72
95,2,4863,11
70,8,4863,84
74,4,4863,90
18,3,4864,102
83,12,4864,13
1,17,4864,84
70,1,4865,92
18,2,4865,11
8,5,4865,42
27,17,4866,84
74,16,4866,41
75,7,4866,109
35,5,4867,42
97,11,4867,39
58,19,4867,20
57,15,4868,101
36,4,4868,90
83,12,4868,13
79,20,4869,98
9,1,4869,92
41,6,4869,73
39,5,4870,42
86,9,4870,63
16,6,4870,73
65,10,4871,106
89,7,4871,109
55,17,4871,84
54,7,4872,109
35,9,4872,63
5,4,4872,90
69,2,4873,11
16,10,4873,106
72,15,4873,101
25,3,4874,102
18,2,4874,11
26,18,4874,72
64,10,4875,106
44,5,4875,42
53,13,4875,21
42,8,4876,84
14,19,4876,20
88,15,4876,101
24,11,4877,39
61,17,4877,84
87,5,4877,42
44,18,4878,72
67,6,4878,73
43,20,4878,98
80,2,4879,11
8,8,4879,84
19,20,4879,98
51,13,4880,21
8,19,4880,20
49,9,4880,63
83,10,4881,106
72,12,4881,13
98,9,4881,63
34,16,4882,41
68,15,4882,101
70,6,4882,73
68,13,4883,21
94,14,4883,40
39,2,4883,11
5,13,4884,21
40,12,4884,13
98,8,4884,84
31,8,4885,84
30,17,4885,84
13,13,4885,21
14,19,4886,20
92,18,4886,72
74,4,4886,90
79,5,4887,42
100,4,4887,90
16,10,4887,106
64,15,4888,101
14,16,4888,41
31,17,4888,84
40,14,4889,40
54,11,4889,39
55,15,4889,101
86,16,4890,41
3,3,4890,102
87,18,4890,72
53,15,4891,101
27,9,4891,63
53,4,4891,90
100,15,4892,101
65,19,4892,20
23,5,4892,42
62,4,4893,90
39,17,4893,84
79,14,4893,40
49,7,4894,109
36,18,4894,72
84,5,4894,42
36,18,4895,72
70,2,4895,11
97,20,4895,98
88,12,4896,13
36,3,4896,102
34,1,4896,92
39,16,4897,41
24,10,4897,106
83,7,4897,109
6,6,4898,73
48,17,4898,84
50,16,4898,41
96,8,4899,84
11,4,4899,90
9,3,4899,102
98,17,4900,84
56,20,4900,98
86,6,4900,73
73,12,4901,13
21,2,4901,11
35,13,4901,21
96,4,4902,90
12,1,4902,92
41,20,4902,98
31,6,4903,73
30,3,4903,102
65,19,4903,20
46,2,4904,11
58,4,4904,90
2,12,4904,13
74,12,4905,13
92,2,4905,11
3,14,4905,40
77,11,4906,39
36,19,4906,20
13,7,4906,109
100,4,4907,90
29,16,4907,41
97,9,4907,63
33,14,4908,40
34,15,4908,101
27,9,4908,63
1,3,4909,102
27,5,4909,42
12,8,4909,84
94,17,4910,84
93,11,4910,39
47,19,4910,20
77,14,4911,40
17,11,4911,39
16,7,4911,109
40,2,4912,11
38,5,4912,42
29,7,4912,109
42,18,4913,72
80,4,4913,90
93,16,4913,41
17,2,4914,11
22,6,4914,73
81,17,4914,84
69,4,4915,90
8,17,4915,84
3,18,4915,72
25,3,4916,102
25,17,4916,84
81,16,4916,41
59,11,4917,39
64,15,4917,101
54,19,4917,20
37,17,4918,84
57,7,4918,109
48,20,4918,98
18,8,4919,84
41,19,4919,20
34,5,4919,42
87,1,4920,92
12,19,4920,20
75,7,4920,109
79,1,4921,92
69,14,4921,40
43,12,4921,13
55,16,4922,41
82,13,4922,21
65,3,4922,102
31,12,4923,13
16,3,4923,102
46,18,4923,72
46,3,4924,102
75,6,4924,73
18,11,4924,39
97,20,4925,98
4,1,4925,92
42,10,4925,106
60,15,4926,101
71,6,4926,73
70,13,4926,21
5,8,4927,84
59,4,4927,90
2,17,4927,84
24,6,4928,73
39,8,4928,84
80,12,4928,13
94,3,4929,102
27,5,4929,42
73,18,4929,72
42,15,4930,101
68,10,4930,106
88,19,4930,20
5,6,4931,73
46,8,4931,84
57,16,4931,41
69,8,4932,84
40,15,4932,101
91,16,4932,41
35,8,4933,84
74,14,4933,40
29,2,4933,11
40,12,4934,13
6,19,4934,20
76,5,4934,42
34,9,4935,63
57,4,4935,90
32,12,4935,13
73,11,4936,39
59,5,4936,42
36,9,4936,63
94,20,4937,98
49,3,4937,102
66,12,4937,13
42,14,4938,40
2,9,4938,63
16,5,4938,42
89,3,4939,102
77,13,4939,21
50,4,4939,90
88,3,4940,102
82,9,4940,63
83,15,4940,101
66,11,4941,39
46,8,4941,84
97,15,4941,101
84,13,4942,21
57,9,4942,63
15,14,4942,40
53,11,4943,39
88,8,4943,84
0,13,4943,21
1,18,4944,72
56,14,4944,40
53,8,4944,84
82,20,4945,98
55,9,4945,63
64,8,4945,84
17,1,4946,92
0,9,4946,63
83,17,4946,84
66,4,4947,90
19,3,4947,102
21,16,4947,41
6,18,4948,72
37,20,4948,98
48,7,4948,109
13,9,4949,63
32,8,4949,84
34,10,4949,106
47,5,4950,42
53,18,4950,72
89,12,4950,13
99,11,4951,39
44,4,4951,90
99,9,4951,63
17,10,4952,106
99,15,4952,101
63,20,4952,98
86,3,4953,102
2,10,4953,106
43,13,4953,21
52,7,4954,109
9,8,4954,84
70,5,4954,42
43,1,4955,92
79,8,4955,84
50,2,4955,11
86,3,4956,102
89,1,4956,92
16,18,4956,72
44,16,4957,41
81,20,4957,98
60,4,4957,90
75,15,4958,101
67,3,4958,102
56,5,4958,42
14,7,4959,109
84,14,4959,40
37,20,4959,98
43,20,4960,98
32,4,4960,90
25,3,4960,102
23,15,4961,101
24,7,4961,109
29,18,4961,72
97,20,4962,98
98,18,4962,72
42,8,4962,84
38,13,4963,21
44,7,4963,109
97,1,4963,92
36,4,4964,90
79,13,4964,21
98,7,4964,109
5,13,4965,21
17,2,4965,11
3,9,4965,63
96,4,4966,90
84,14,4966,40
72,2,4966,11
83,19,4967,20
31,8,4967,84
35,5,4967,42
76,18,4968,72
100,13,4968,21
77,19,4968,20
49,17,4969,84
34,2,4969,11
61,14,4969,40
23,8,4970,84
26,11,4970,39
64,5,4970,42
74,15,4971,101
34,16,4971,41
17,17,4971,84
48,3,4972,102
16,2,4972,11
20,10,4972,106
23,10,4973,106
76,6,4973,73
73,1,4973,92
25,17,4974,84
0,15,4974,101
20,6,4974,73
9,20,4975,98
88,6,4975,73
98,7,4975,109
31,5,4976,42
28,12,4976,13
8,10,4976,106
63,6,4977,73
74,7,4977,109
1,8,4977,84
84,20,4978,98
56,2,4978,11
42,17,4978,84
87,15,4979,101
31,12,4979,13
40,4,4979,90
33,8,4980,84
47,4,4980,90
68,7,4980,109
29,14,4981,40
59,3,4981,102
74,16,4981,41
32,17,4982,84
90,10,4982,106
31,11,4982,39
92,14,4983,40
33,9,4983,63
29,16,4983,41
76,8,4984,84
47,4,4984,90
3,13,4984,21
68,14,4985,40
77,20,4985,98
96,2,4985,11
42,6,4986,73
9,12,4986,13
79,15,4986,101
71,13,4987,21
63,19,4987,20
40,4,4987,90
20,11,4988,39
2,7,4988,109
24,10,4988,106
56,1,4989,92
12,3,4989,102
0,2,4989,11
100,12,4990,13
15,4,4990,90
8,5,4990,42
76,20,4991,98
45,11,4991,39
48,9,4991,63
99,2,4992,11
96,20,4992,98
92,19,4992,20
86,13,4993,21
88,12,4993,13
8,17,4993,84
57,11,4994,39
54,13,4994,21
37,1,4994,92
57,9,4995,63
41,18,4995,72
9,10,4995,106
56,11,4996,39
17,3,4996,102
86,4,4996,90
14,5,4997,42
65,9,4997,63
84,3,4997,102
52,1,4998,92
60,18,4998,72
29,2,4998,11
63,4,4999,90
7,19,4999,20
66,6,4999,73
35,14,5000,40
35,8,5000,84
64,5,5000,42
14,3,5001,102
64,13,5001,21
8,8,5001,84
50,15,5002,101
15,12,5002,13
62,18,5002,72
68,4,5003,90
78,16,5003,41
77,10,5003,106
49,12,5004,13
44,17,5004,84
38,16,5004,41
33,2,5005,11
51,13,5005,21
4,7,5005,109
89,14,5006,40
78,7,5006,109
65,6,5006,73
23,16,5007,41
51,15,5007,101
40,2,5007,11
62,17,5008,84
94,9,5008,63
29,7,5008,109
1,13,5009,21
15,15,5009,101
47,4,5009,90
67,2,5010,11
34,11,5010,39
33,3,5010,102
40,12,5011,13
64,2,5011,11
50,7,5011,109
42,18,5012,72
49,17,5012,84
72,6,5012,73
26,5,5013,42
13,18,5013,72
0,4,5013,90
65,10,5014,106
53,18,5014,72
34,13,5014,21
77,8,5015,84
56,3,5015,102
19,20,5015,98
74,11,5016,39
18,13,5016,21
54,2,5016,11
50,19,5017,20
91,14,5017,40
15,17,5017,84
57,18,5018,72
49,4,5018,90
8,2,5018,11
85,16,5019,41
22,1,5019,92
78,15,5019,101
88,7,5020,109
73,2,5020,11
67,16,5020,41
89,9,5021,63
83,7,5021,109
10,2,5021,11
3,5,5022,42
54,2,5022,11
94,19,5022,20
10,10,5023,106
35,20,5023,98
19,18,5023,72
37,8,5024,84
14,5,5024,42
50,20,5024,98
88,2,5025,11
81,12,5025,13
49,13,5025,21
57,20,5026,98
25,16,5026,41
6,15,5026,101
11,1,5027,92
4,9,5027,63
71,11,5027,39
73,1,5028,92
44,18,5028,72
68,2,5028,11
96,20,5029,98
12,9,5029,63
68,1,5029,92
42,12,5030,13
17,11,5030,39
53,16,5030,41
14,15,5031,101
31,14,5031,40
96,12,5031,13
5,11,5032,39
33,14,5032,40
14,4,5032,90
62,11,5033,39
100,10,5033,106
6,19,5033,20
33,2,5034,11
81,7,5034,109
49,13,5034,21
50,20,5035,98
11,18,5035,72
26,14,5035,40
96,18,5036,72
76,12,5036,13
42,16,5036,41
79,7,5037,109
56,6,5037,73
48,4,5037,90
85,6,5038,73
59,2,5038,11
6,3,5038,102
80,4,5039,90
76,12,5039,13
80,13,5039,21
64,14,5040,40
53,2,5040,11
74,8,5040,84
20,11,5041,39
97,7,5041,109
91,5,5041,42
45,4,5042,90
65,20,5042,98
43,14,5042,40
21,6,5043,73
13,13,5043,21
78,16,5043,41
24,13,5044,21
42,19,5044,20
35,16,5044,41
91,3,5045,102
23,20,5045,98
64,14,5045,40
70,13,5046,21
67,7,5046,109
95,5,5046,42
1,12,5047,13
99,9,5047,63
17,13,5047,21
17,13,5048,21
72,6,5048,73
63,5,5048,42
55,10,5049,106
33,6,5049,73
73,11,5049,39
55,10,5050,106
98,16,5050,41
3,20,5050,98
13,7,5051,109
46,5,5051,42
16,3,5051,102
45,13,5052,21
10,14,5052,40
50,6,5052,73
33,9,5053,63
33,13,5053,21
96,3,5053,102
25,3,5054,102
11,17,5054,84
3,9,5054,63
19,8,5055,84
16,13,5055,21
19,17,5055,84
19,18,5056,72
8,16,5056,41
30,15,5056,101
94,7,5057,109
57,13,5057,21
63,1,5057,92
81,18,5058,72
69,1,5058,92
84,5,5058,42
55,16,5059,41
29,7,5059,109
30,8,5059,84
42,2,5060,11
11,12,5060,13
88,7,5060,109
91,6,5061,73
4,11,5061,39
5,3,5061,102
37,11,5062,39
92,1,5062,92
60,17,5062,84
49,1,5063,92
98,17,5063,84
19,9,5063,63
95,12,5064,13
2,14,5064,40
60,16,5064,41
96,8,5065,84
78,5,5065,42
78,12,5065,13
45,18,5066,72
22,8,5066,84
28,7,5066,109
36,7,5067,109
6,12,5067,13
61,19,5067,20
61,4,5068,90
54,17,5068,84
96,20,5068,98
53,13,5069,21
28,6,5069,73
51,4,5069,90
35,7,5070,109
33,12,5070,13
4,3,5070,102
13,5,5071,42
60,20,5071,98
28,4,5071,90
16,2,5072,11
48,20,5072,98
16,14,5072,40
30,16,5073,41
28,13,5073,21
38,7,5073,109
23,11,5074,39
52,10,5074,106
94,9,5074,63
74,19,5075,20
65,11,5075,39
1,15,5075,101
1,7,5076,109
83,14,5076,40
49,5,5076,42
36,18,5077,72
86,5,5077,42
9,15,5077,101
30,13,5078,21
11,4,5078,90
24,5,5078,42
88,14,5079,40
56,3,5079,102
100,18,5079,72
62,14,5080,40
59,15,5080,101
66,9,5080,63
74,1,5081,92
100,16,5081,41
52,20,5081,98
0,17,5082,84
34,3,5082,102
15,8,5082,84
20,2,5083,11
21,14,5083,40
18,17,5083,84
65,4,5084,90
0,10,5084,106
38,20,5084,98
84,12,5085,13
71,4,5085,90
24,10,5085,106
37,20,5086,98
75,1,5086,92
61,4,5086,90
85,5,5087,42
84,10,5087,106
86,12,5087,13
65,17,5088,84
10,3,5088,102
6,8,5088,84
10,18,5089,72
33,17,5089,84
96,19,5089,20
74,17,5090,84
100,4,5090,90
50,19,5090,20
63,18,5091,72
85,5,5091,42
58,15,5091,101
92,16,5092,41
84,15,5092,101
94,7,5092,109
82,16,5093,41
91,2,5093,11
22,6,5093,73
50,20,5094,98
86,15,5094,101
94,11,5094,39
98,13,5095,21
49,9,5095,63
33,19,5095,20
28,17,5096,84
81,1,5096,92
64,8,5096,84
46,7,5097,109
72,6,5097,73
85,17,5097,84
50,15,5098,101
37,4,5098,90
35,13,5098,21
22,9,5099,63
29,1,5099,92
64,12,5099,13
70,1,5100,92
86,12,5100,13
60,9,5100,63
98,18,5101,72
97,2,5101,11
89,12,5101,13
7,17,5102,84
71,2,5102,11
80,13,5102,21
100,15,5103,101
4,8,5103,84
64,14,5103,40
20,2,5104,11
61,6,5104,73
28,9,5104,63
68,2,5105,11
78,18,5105,72
70,7,5105,109
17,15,5106,101
13,3,5106,102
86,13,5106,21
47,5,5107,42
84,17,5107,84
0,16,5107,41
4,2,5108,11
0,8,5108,84
