employeeId,average_score,training_completed,performance
5231,26.33,3,Poor
5232,64.33,3,Average
5233,90.33,3,Excellent
5234,54.67,3,Average
5235,48.67,3,Poor
5236,31.67,3,Poor
5237,65.67,3,Average
5238,34.67,3,Poor
5239,39.33,3,Poor
5240,71.33,3,Average
5241,27.67,3,Poor
5242,25.33,3,Poor
5243,56.0,3,Average
5244,95.0,3,Excellent
5245,67.0,3,Average
5246,34.0,3,Poor
5247,42.67,3,Poor
5248,45.33,3,Poor
5249,34.67,3,Poor
5250,67.0,3,Average
5251,64.33,3,Average
5252,48.67,3,Poor
5253,22.67,3,Poor
5254,67.67,3,Average
5255,49.67,3,Poor
5256,45.33,3,Poor
5257,26.0,3,Poor
5258,48.67,3,Poor
5259,19.33,3,Poor
5260,60.0,3,Average
5261,56.0,3,Average
5262,87.67,3,Excellent
5263,46.0,3,Poor
5264,51.67,3,Average
5265,57.0,3,Average
5266,48.0,3,Poor
5267,48.67,3,Poor
5268,45.33,3,Poor
5269,26.0,3,Poor
5270,41.67,3,Poor
5271,53.67,3,Average
5272,71.33,3,Average
5273,29.33,3,Poor
5274,46.33,3,Poor
5275,15.33,3,Poor
5276,63.33,3,Average
5277,52.67,3,Average
5278,26.67,3,Poor
5279,51.67,3,Average
5280,66.0,3,Average
5281,31.67,3,Poor
5282,50.33,3,Average
5283,53.67,3,Average
5284,55.67,3,Average
5285,69.0,3,Average
5286,84.0,3,Excellent
5287,73.67,3,Average
5288,33.33,3,Poor
5289,29.67,3,Poor
5290,76.0,3,Average
5291,35.0,3,Poor
5292,19.33,3,Poor
5293,74.67,3,Average
5294,48.33,3,Poor
5295,27.67,3,Poor
5296,53.0,3,Average
5297,63.67,3,Average
5298,45.33,3,Poor
5299,59.33,3,Average
5300,40.0,3,Poor
5301,62.67,3,Average
5302,35.33,3,Poor
5303,33.33,3,Poor
5304,77.67,3,Average
5305,38.0,3,Poor
5306,62.33,3,Average
5307,67.33,3,Average
5308,45.67,3,Poor
5309,35.0,3,Poor
5310,67.0,3,Average
5311,34.67,3,Poor
5312,60.0,3,Average
5313,55.33,3,Average
5314,35.0,3,Poor
5315,83.67,3,Excellent
5316,31.33,3,Poor
5317,53.67,3,Average
5318,38.67,3,Poor
5319,56.67,3,Average
5320,27.67,3,Poor
5321,47.67,3,Poor
5322,49.33,3,Poor
5323,54.33,3,Average
5324,34.33,3,Poor
5325,39.67,3,Poor
5326,68.33,3,Average
5327,43.0,3,Poor
5328,52.33,3,Average
5329,35.67,3,Poor
5330,49.67,3,Poor
5331,47.67,3,Poor
5332,39.67,3,Poor
5333,29.0,3,Poor
5334,44.67,3,Poor
5335,54.33,3,Average
5336,40.67,3,Poor
5337,40.33,3,Poor
5338,40.67,3,Poor
5339,74.67,3,Average
5340,61.67,3,Average
5341,30.67,3,Poor
5342,13.33,3,Poor
5343,51.67,3,Average
5344,26.33,3,Poor
5345,77.0,3,Average
5346,48.67,3,Poor
5347,37.0,3,Poor
5348,80.33,3,Excellent
5349,81.33,3,Excellent
5350,76.33,3,Average
5351,35.33,3,Poor
5352,22.33,3,Poor
5353,21.0,3,Poor
5354,51.0,3,Average
5355,49.67,3,Poor
5356,82.33,3,Excellent
5357,55.0,3,Average
5358,48.33,3,Poor
5359,34.0,3,Poor
5360,69.33,3,Average
5361,49.0,3,Poor
5362,51.0,3,Average
5363,43.67,3,Poor
5364,44.0,3,Poor
5365,61.0,3,Average
5366,95.0,3,Excellent
5367,53.67,3,Average
5368,53.0,3,Average
5369,53.67,3,Average
5370,80.67,3,Excellent
5371,36.0,3,Poor
5372,57.67,3,Average
5373,51.67,3,Average
5374,73.67,3,Average
5375,53.0,3,Average
5376,42.67,3,Poor
5377,51.67,3,Average
5378,51.67,3,Average
5379,67.33,3,Average
5380,11.0,3,Poor
5381,45.0,3,Poor
5382,41.67,3,Poor
5383,83.0,3,Excellent
5384,54.67,3,Average
5385,37.67,3,Poor
5386,56.0,3,Average
5387,66.33,3,Average
5388,60.67,3,Average
5389,55.33,3,Average
5390,41.0,3,Poor
5391,47.0,3,Poor
5392,45.67,3,Poor
5393,9.33,3,Poor
5394,37.33,3,Poor
5395,62.0,3,Average
5396,36.33,3,Poor
5397,44.33,3,Poor
5398,64.0,3,Average
5399,72.0,3,Average
5400,16.33,3,Poor
5401,54.0,3,Average
5402,44.33,3,Poor
5403,65.0,3,Average
5404,68.67,3,Average
5405,21.33,3,Poor
5406,41.67,3,Poor
5407,43.0,3,Poor
5408,36.0,3,Poor
5409,30.33,3,Poor
5410,59.0,3,Average
5411,69.0,3,Average
5412,79.67,3,Average
5413,33.67,3,Poor
5414,74.0,3,Average
5415,40.33,3,Poor
5416,52.0,3,Average
5417,53.67,3,Average
5418,52.33,3,Average
5419,50.67,3,Average
5420,58.0,3,Average
5421,46.33,3,Poor
5422,35.0,3,Poor
5423,42.67,3,Poor
5424,42.67,3,Poor
5425,36.33,3,Poor
5426,30.67,3,Poor
5427,41.33,3,Poor
5428,19.33,3,Poor
5429,32.67,3,Poor
5430,65.67,3,Average
5431,38.33,3,Poor
5432,28.33,3,Poor
5433,58.33,3,Average
5434,8.67,3,Poor
5435,52.67,3,Average
5436,30.0,3,Poor
5437,60.67,3,Average
5438,59.67,3,Average
5439,63.0,3,Average
5440,51.0,3,Average
5441,24.0,3,Poor
5442,78.67,3,Average
5443,76.0,3,Average
5444,43.0,3,Poor
5445,31.0,3,Poor
5446,53.0,3,Average
5447,36.0,3,Poor
5448,28.67,3,Poor
5449,59.0,3,Average
5450,34.0,3,Poor
5451,73.67,3,Average
5452,45.33,3,Poor
5453,75.33,3,Average
5454,59.67,3,Average
5455,27.33,3,Poor
5456,76.0,3,Average
5457,71.33,3,Average
5458,66.67,3,Average
5459,61.0,3,Average
5460,59.67,3,Average
5461,30.67,3,Poor
5462,86.67,3,Excellent
5463,74.67,3,Average
5464,55.67,3,Average
5465,74.0,3,Average
5466,44.33,3,Poor
5467,58.0,3,Average
5468,16.33,3,Poor
5469,64.0,3,Average
5470,46.67,3,Poor
5471,86.0,3,Excellent
5472,63.33,3,Average
5473,48.67,3,Poor
5474,59.33,3,Average
5475,60.67,3,Average
5476,74.33,3,Average
5477,78.33,3,Average
5478,55.0,3,Average
5479,66.33,3,Average
5480,62.67,3,Average
5481,61.0,3,Average
5482,35.0,3,Poor
5483,63.33,3,Average
5484,53.67,3,Average
5485,44.67,3,Poor
5486,39.0,3,Poor
5487,48.0,3,Poor
5488,22.33,3,Poor
5489,37.0,3,Poor
5490,57.0,3,Average
5491,48.67,3,Poor
5492,36.67,3,Poor
5493,67.67,3,Average
5494,70.0,3,Average
5495,20.67,3,Poor
5496,38.33,3,Poor
5497,96.0,3,Excellent
5498,77.33,3,Average
5499,67.67,3,Average
5500,37.33,3,Poor
5501,49.0,3,Poor
5502,71.0,3,Average
5503,70.33,3,Average
5504,41.67,3,Poor
5505,58.0,3,Average
5506,36.67,3,Poor
5507,61.0,3,Average
5508,61.33,3,Average
5509,52.67,3,Average
5510,34.67,3,Poor
5511,35.67,3,Poor
5512,30.67,3,Poor
5513,43.0,3,Poor
5514,59.67,3,Average
5515,54.0,3,Average
5516,55.67,3,Average
5517,54.33,3,Average
5518,43.0,3,Poor
5519,11.67,3,Poor
5520,31.0,3,Poor
5521,25.0,3,Poor
5522,45.33,3,Poor
5523,55.67,3,Average
5524,31.0,3,Poor
5525,60.67,3,Average
5526,46.0,3,Poor
5527,28.33,3,Poor
5528,61.0,3,Average
5529,56.33,3,Average
5530,36.0,3,Poor
5531,57.33,3,Average
5532,45.0,3,Poor
5533,69.67,3,Average
5534,92.33,3,Excellent
5535,31.0,3,Poor
5536,16.0,3,Poor
5537,11.33,3,Poor
5538,68.0,3,Average
5539,8.0,3,Poor
5540,63.0,3,Average
5541,75.33,3,Average
5542,53.0,3,Average
5543,75.0,3,Average
5544,78.33,3,Average
5545,23.33,3,Poor
5546,60.0,3,Average
5547,58.33,3,Average
5548,24.0,3,Poor
5549,40.33,3,Poor
5550,47.0,3,Poor
5551,53.67,3,Average
5552,29.67,3,Poor
5553,48.0,3,Poor
5554,29.33,3,Poor
5555,46.67,3,Poor
5556,32.33,3,Poor
5557,69.33,3,Average
5558,60.33,3,Average
5559,32.0,3,Poor
5560,51.33,3,Average
5561,56.33,3,Average
5562,55.67,3,Average
5563,45.0,3,Poor
5564,30.67,3,Poor
5565,64.0,3,Average
5566,70.33,3,Average
5567,59.67,3,Average
5568,57.0,3,Average
5569,79.33,3,Average
5570,39.33,3,Poor
5571,36.0,3,Poor
5572,67.0,3,Average
5573,71.33,3,Average
5574,80.33,3,Excellent
5575,56.33,3,Average
5576,40.0,3,Poor
5577,78.67,3,Average
5578,24.33,3,Poor
5579,35.67,3,Poor
5580,47.0,3,Poor
5581,21.33,3,Poor
5582,56.0,3,Average
5583,42.67,3,Poor
5584,52.67,3,Average
5585,52.0,3,Average
5586,51.33,3,Average
5587,42.33,3,Poor
5588,32.0,3,Poor
5589,48.67,3,Poor
5590,60.67,3,Average
5591,68.33,3,Average
5592,79.67,3,Average
5593,31.33,3,Poor
5594,75.0,3,Average
5595,25.33,3,Poor
5596,74.0,3,Average
5597,72.0,3,Average
5598,52.0,3,Average
5599,70.33,3,Average
5600,27.0,3,Poor
5601,49.67,3,Poor
5602,51.33,3,Average
5603,78.67,3,Average
5604,60.33,3,Average
5605,50.67,3,Average
5606,83.67,3,Excellent
5607,37.33,3,Poor
5608,62.67,3,Average
5609,43.0,3,Poor
5610,50.67,3,Average
5611,91.67,3,Excellent
5612,48.0,3,Poor
5613,28.33,3,Poor
5614,54.0,3,Average
5615,39.67,3,Poor
5616,65.33,3,Average
5617,41.33,3,Poor
5618,21.0,3,Poor
5619,54.0,3,Average
5620,21.67,3,Poor
5621,43.67,3,Poor
5622,33.33,3,Poor
5623,57.67,3,Average
5624,31.67,3,Poor
5625,46.33,3,Poor
5626,66.0,3,Average
5627,54.0,3,Average
5628,40.67,3,Poor
5629,40.33,3,Poor
5630,39.67,3,Poor
5631,20.33,3,Poor
5632,77.0,3,Average
5633,64.67,3,Average
5634,58.33,3,Average
5635,38.0,3,Poor
5636,78.33,3,Average
5637,67.0,3,Average
5638,47.0,3,Poor
5639,52.33,3,Average
5640,22.33,3,Poor
5641,41.67,3,Poor
5642,38.67,3,Poor
5643,61.33,3,Average
5644,74.67,3,Average
5645,50.0,3,Average
5646,48.0,3,Poor
5647,48.67,3,Poor
5648,57.0,3,Average
5649,80.67,3,Excellent
5650,49.33,3,Poor
5651,40.0,3,Poor
5652,36.33,3,Poor
5653,27.33,3,Poor
5654,56.0,3,Average
5655,52.33,3,Average
5656,71.67,3,Average
5657,15.0,3,Poor
5658,34.0,3,Poor
5659,53.67,3,Average
5660,32.0,3,Poor
5661,89.33,3,Excellent
5662,38.67,3,Poor
5663,66.67,3,Average
5664,70.33,3,Average
5665,52.33,3,Average
5666,53.33,3,Average
5667,66.33,3,Average
5668,72.33,3,Average
5669,37.67,3,Poor
5670,42.0,3,Poor
5671,61.67,3,Average
5672,50.33,3,Average
5673,42.0,3,Poor
5674,32.33,3,Poor
5675,45.0,3,Poor
5676,40.67,3,Poor
5677,65.67,3,Average
5678,32.67,3,Poor
5679,51.0,3,Average
5680,45.0,3,Poor
5681,58.0,3,Average
5682,85.67,3,Excellent
5683,63.67,3,Average
5684,44.67,3,Poor
5685,63.67,3,Average
5686,50.67,3,Average
5687,43.67,3,Poor
5688,35.67,3,Poor
5689,60.0,3,Average
5690,40.33,3,Poor
5691,38.0,3,Poor
5692,81.0,3,Excellent
5693,41.67,3,Poor
5694,55.33,3,Average
5695,61.33,3,Average
5696,27.67,3,Poor
5697,85.67,3,Excellent
5698,50.67,3,Average
5699,67.0,3,Average
5700,84.0,3,Excellent
5701,61.33,3,Average
5702,59.33,3,Average
5703,37.67,3,Poor
5704,56.0,3,Average
5705,40.67,3,Poor
5706,61.67,3,Average
5707,71.33,3,Average
5708,19.67,3,Poor
5709,41.0,3,Poor
5710,74.67,3,Average
5711,55.33,3,Average
5712,50.33,3,Average
5713,55.33,3,Average
5714,77.33,3,Average
5715,47.67,3,Poor
5716,23.0,3,Poor
5717,67.33,3,Average
5718,56.33,3,Average
5719,70.67,3,Average
5720,44.33,3,Poor
5721,38.0,3,Poor
5722,84.67,3,Excellent
5723,86.0,3,Excellent
5724,54.67,3,Average
5725,52.33,3,Average
5726,15.67,3,Poor
5727,40.0,3,Poor
5728,46.33,3,Poor
5729,63.67,3,Average
5730,36.0,3,Poor
5731,38.67,3,Poor
5732,34.0,3,Poor
5733,63.0,3,Average
5734,60.33,3,Average
5735,41.0,3,Poor
5736,63.33,3,Average
5737,55.67,3,Average
5738,31.33,3,Poor
5739,67.33,3,Average
5740,54.33,3,Average
5741,35.33,3,Poor
5742,55.67,3,Average
5743,61.67,3,Average
5744,26.0,3,Poor
5745,31.67,3,Poor
5746,67.0,3,Average
5747,70.67,3,Average
5748,24.67,3,Poor
5749,45.0,3,Poor
5750,71.67,3,Average
5751,47.33,3,Poor
5752,62.33,3,Average
5753,38.33,3,Poor
5754,53.67,3,Average
5755,46.67,3,Poor
5756,54.33,3,Average
5757,35.33,3,Poor
5758,56.67,3,Average
5759,81.0,3,Excellent
5760,62.0,3,Average
5761,58.33,3,Average
5762,27.67,3,Poor
5763,42.33,3,Poor
5764,43.67,3,Poor
5765,66.33,3,Average
5766,39.67,3,Poor
5767,26.67,3,Poor
5768,27.67,3,Poor
5769,63.33,3,Average
5770,50.67,3,Average
5771,49.67,3,Poor
5772,66.0,3,Average
5773,70.0,3,Average
5774,59.67,3,Average
5775,53.0,3,Average
5776,52.67,3,Average
5777,41.33,3,Poor
5778,60.33,3,Average
5779,20.67,3,Poor
5780,32.33,3,Poor
5781,14.0,3,Poor
5782,71.0,3,Average
5783,48.33,3,Poor
5784,50.0,3,Average
5785,29.33,3,Poor
5786,55.67,3,Average
5787,47.0,3,Poor
5788,58.0,3,Average
5789,51.33,3,Average
5790,85.0,3,Excellent
5791,73.33,3,Average
5792,46.33,3,Poor
5793,30.67,3,Poor
5794,68.67,3,Average
5795,60.0,3,Average
5796,41.33,3,Poor
5797,49.33,3,Poor
5798,45.0,3,Poor
5799,40.33,3,Poor
5800,54.0,3,Average
5801,81.0,3,Excellent
5802,73.0,3,Average
5803,58.0,3,Average
5804,82.67,3,Excellent
5805,32.0,3,Poor
5806,55.0,3,Average
5807,37.67,3,Poor
5808,40.67,3,Poor
5809,65.67,3,Average
5810,48.0,3,Poor
5811,54.67,3,Average
5812,53.0,3,Average
5813,11.0,3,Poor
5814,43.33,3,Poor
5815,45.0,3,Poor
5816,42.0,3,Poor
5817,63.0,3,Average
5818,41.0,3,Poor
5819,28.0,3,Poor
5820,49.67,3,Poor
5821,34.33,3,Poor
5822,73.67,3,Average
5823,54.0,3,Average
5824,49.33,3,Poor
5825,62.67,3,Average
5826,66.0,3,Average
5827,51.0,3,Average
5828,66.33,3,Average
5829,64.67,3,Average
5830,66.67,3,Average
5831,73.33,3,Average
5832,45.67,3,Poor
5833,84.33,3,Excellent
5834,49.67,3,Poor
5835,40.0,3,Poor
5836,44.33,3,Poor
5837,47.33,3,Poor
5838,9.0,3,Poor
5839,21.33,3,Poor
5840,50.67,3,Average
5841,25.67,3,Poor
5842,50.67,3,Average
5843,27.67,3,Poor
5844,55.0,3,Average
5845,73.33,3,Average
5846,90.33,3,Excellent
5847,68.0,3,Average
5848,50.67,3,Average
5849,47.0,3,Poor
5850,55.0,3,Average
5851,75.67,3,Average
5852,24.0,3,Poor
5853,70.67,3,Average
5854,47.0,3,Poor
5855,15.67,3,Poor
5856,29.0,3,Poor
5857,16.33,3,Poor
5858,44.0,3,Poor
5859,62.67,3,Average
5860,59.67,3,Average
5861,78.0,3,Average
5862,55.0,3,Average
5863,47.33,3,Poor
5864,44.67,3,Poor
5865,21.0,3,Poor
5866,53.33,3,Average
5867,62.33,3,Average
5868,34.33,3,Poor
5869,62.67,3,Average
5870,28.67,3,Poor
5871,44.0,3,Poor
5872,45.0,3,Poor
5873,53.67,3,Average
5874,56.33,3,Average
5875,55.0,3,Average
5876,33.0,3,Poor
5877,75.67,3,Average
5878,58.0,3,Average
5879,51.0,3,Average
5880,60.33,3,Average
5881,44.67,3,Poor
5882,65.0,3,Average
5883,57.0,3,Average
5884,45.0,3,Poor
5885,58.67,3,Average
5886,67.0,3,Average
5887,57.67,3,Average
5888,75.0,3,Average
5889,18.33,3,Poor
5890,25.67,3,Poor
5891,58.0,3,Average
5892,40.67,3,Poor
5893,70.67,3,Average
5894,58.33,3,Average
5895,59.0,3,Average
5896,36.33,3,Poor
5897,35.33,3,Poor
5898,70.33,3,Average
5899,68.33,3,Average
5900,61.67,3,Average
5901,43.33,3,Poor
5902,64.33,3,Average
5903,63.67,3,Average
5904,52.67,3,Average
5905,46.67,3,Poor
5906,24.67,3,Poor
5907,59.67,3,Average
5908,60.33,3,Average
5909,27.33,3,Poor
5910,72.0,3,Average
5911,66.0,3,Average
5912,72.67,3,Average
5913,7.0,3,Poor
5914,36.33,3,Poor
5915,84.67,3,Excellent
5916,65.0,3,Average
5917,78.33,3,Average
5918,61.67,3,Average
5919,58.67,3,Average
5920,39.0,3,Poor
5921,50.0,3,Average
5922,54.33,3,Average
5923,42.67,3,Poor
5924,29.0,3,Poor
5925,69.0,3,Average
5926,39.67,3,Poor
5927,25.67,3,Poor
5928,30.0,3,Poor
5929,44.33,3,Poor
5930,16.67,3,Poor
5931,45.0,3,Poor
5932,37.0,3,Poor
5933,55.67,3,Average
5934,26.67,3,Poor
5935,47.33,3,Poor
5936,56.67,3,Average
5937,36.0,3,Poor
5938,7.33,3,Poor
5939,63.67,3,Average
5940,34.33,3,Poor
5941,74.33,3,Average
5942,40.33,3,Poor
5943,25.0,3,Poor
5944,60.0,3,Average
5945,68.0,3,Average
5946,42.67,3,Poor
5947,66.33,3,Average
5948,34.0,3,Poor
5949,61.0,3,Average
5950,46.33,3,Poor
5951,52.0,3,Average
5952,29.67,3,Poor
5953,68.67,3,Average
5954,67.0,3,Average
5955,13.0,3,Poor
5956,59.33,3,Average
5957,42.33,3,Poor
5958,44.67,3,Poor
5959,40.33,3,Poor
5960,64.67,3,Average
5961,77.33,3,Average
5962,59.0,3,Average
5963,72.33,3,Average
5964,86.67,3,Excellent
5965,74.67,3,Average
5966,38.67,3,Poor
5967,50.67,3,Average
5968,26.0,3,Poor
5969,30.0,3,Poor
5970,63.33,3,Average
5971,62.33,3,Average
5972,50.0,3,Average
5973,31.33,3,Poor
5974,35.0,3,Poor
5975,53.0,3,Average
5976,57.0,3,Average
5977,63.33,3,Average
5978,50.67,3,Average
5979,63.67,3,Average
5980,63.0,3,Average
5981,66.33,3,Average
5982,53.67,3,Average
5983,11.33,3,Poor
5984,52.0,3,Average
5985,48.0,3,Poor
5986,69.67,3,Average
5987,55.0,3,Average
5988,75.33,3,Average
5989,48.67,3,Poor
5990,52.67,3,Average
5991,38.67,3,Poor
5992,53.33,3,Average
5993,46.33,3,Poor
5994,10.0,3,Poor
5995,48.33,3,Poor
5996,40.0,3,Poor
5997,81.0,3,Excellent
5998,77.0,3,Average
5999,68.67,3,Average
6000,65.0,3,Average
6001,32.33,3,Poor
6002,32.0,3,Poor
6003,77.67,3,Average
6004,50.0,3,Average
6005,45.67,3,Poor
6006,43.33,3,Poor
6007,49.33,3,Poor
6008,64.67,3,Average
6009,15.0,3,Poor
6010,49.67,3,Poor
6011,41.0,3,Poor
6012,33.33,3,Poor
6013,58.33,3,Average
6014,42.67,3,Poor
6015,45.33,3,Poor
6016,42.33,3,Poor
6017,24.67,3,Poor
6018,36.33,3,Poor
6019,66.67,3,Average
6020,63.33,3,Average
6021,10.67,3,Poor
6022,65.67,3,Average
6023,61.33,3,Average
6024,56.0,3,Average
6025,64.0,3,Average
6026,43.0,3,Poor
6027,55.0,3,Average
6028,62.33,3,Average
6029,79.33,3,Average
6030,16.33,3,Poor
6031,29.0,3,Poor
6032,62.0,3,Average
6033,42.33,3,Poor
6034,69.33,3,Average
6035,32.33,3,Poor
6036,48.0,3,Poor
6037,35.67,3,Poor
6038,62.33,3,Average
6039,56.67,3,Average
6040,14.0,3,Poor
6041,46.67,3,Poor
6042,47.33,3,Poor
6043,63.67,3,Average
6044,37.67,3,Poor
6045,14.0,3,Poor
6046,50.33,3,Average
6047,44.33,3,Poor
6048,82.33,3,Excellent
6049,59.33,3,Average
6050,42.0,3,Poor
6051,47.0,3,Poor
6052,43.33,3,Poor
6053,53.33,3,Average
6054,73.33,3,Average
6055,60.33,3,Average
6056,49.0,3,Poor
6057,69.67,3,Average
6058,50.33,3,Average
6059,30.67,3,Poor
6060,31.0,3,Poor
6061,66.0,3,Average
6062,58.67,3,Average
6063,57.67,3,Average
6064,17.0,3,Poor
6065,60.33,3,Average
6066,19.33,3,Poor
6067,54.0,3,Average
6068,38.67,3,Poor
6069,20.0,3,Poor
6070,59.33,3,Average
6071,53.67,3,Average
6072,53.67,3,Average
6073,91.0,3,Excellent
6074,54.0,3,Average
6075,54.0,3,Average
6076,59.33,3,Average
6077,39.67,3,Poor
6078,21.0,3,Poor
6079,45.33,3,Poor
6080,31.33,3,Poor
6081,66.67,3,Average
6082,61.67,3,Average
6083,14.33,3,Poor
6084,57.0,3,Average
6085,28.33,3,Poor
6086,47.33,3,Poor
6087,29.67,3,Poor
6088,37.33,3,Poor
6089,36.0,3,Poor
6090,49.67,3,Poor
6091,78.67,3,Average
6092,51.0,3,Average
6093,17.33,3,Poor
6094,52.0,3,Average
6095,34.33,3,Poor
6096,32.0,3,Poor
6097,66.67,3,Average
6098,49.67,3,Poor
6099,75.0,3,Average
6100,65.33,3,Average
6101,73.67,3,Average
6102,60.0,3,Average
6103,63.33,3,Average
6104,57.33,3,Average
6105,33.33,3,Poor
6106,54.0,3,Average
6107,39.67,3,Poor
6108,62.0,3,Average
6109,64.33,3,Average
6110,50.67,3,Average
6111,47.67,3,Poor
6112,73.67,3,Average
6113,10.33,3,Poor
6114,39.67,3,Poor
6115,60.0,3,Average
6116,71.0,3,Average
6117,42.67,3,Poor
6118,49.33,3,Poor
6119,32.67,3,Poor
6120,29.33,3,Poor
6121,53.33,3,Average
6122,65.0,3,Average
6123,82.0,3,Excellent
6124,75.0,3,Average
6125,48.33,3,Poor
6126,35.0,3,Poor
6127,42.0,3,Poor
6128,46.67,3,Poor
6129,46.0,3,Poor
6130,53.33,3,Average
6131,37.0,3,Poor
6132,68.33,3,Average
6133,52.0,3,Average
6134,51.67,3,Average
6135,62.33,3,Average
6136,46.33,3,Poor
6137,38.67,3,Poor
6138,51.33,3,Average
6139,50.33,3,Average
6140,50.0,3,Average
6141,34.67,3,Poor
6142,28.67,3,Poor
6143,46.0,3,Poor
6144,68.67,3,Average
6145,45.0,3,Poor
6146,88.0,3,Excellent
6147,36.0,3,Poor
6148,56.67,3,Average
6149,46.67,3,Poor
6150,28.33,3,Poor
6151,49.33,3,Poor
6152,43.67,3,Poor
6153,68.0,3,Average
6154,27.67,3,Poor
6155,49.67,3,Poor
6156,40.33,3,Poor
6157,7.33,3,Poor
6158,30.0,3,Poor
6159,78.67,3,Average
6160,54.67,3,Average
6161,58.67,3,Average
6162,43.0,3,Poor
6163,51.33,3,Average
6164,45.0,3,Poor
6165,52.67,3,Average
6166,38.0,3,Poor
6167,43.33,3,Poor
6168,35.33,3,Poor
6169,56.33,3,Average
6170,45.33,3,Poor
6171,77.0,3,Average
6172,27.0,3,Poor
6173,39.0,3,Poor
6174,64.33,3,Average
6175,52.0,3,Average
6176,31.33,3,Poor
6177,58.0,3,Average
6178,45.33,3,Poor
6179,76.0,3,Average
6180,65.67,3,Average
6181,50.33,3,Average
6182,60.67,3,Average
6183,11.33,3,Poor
6184,50.67,3,Average
6185,43.33,3,Poor
6186,90.0,3,Excellent
6187,60.67,3,Average
6188,80.0,3,Excellent
6189,64.0,3,Average
6190,77.33,3,Average
6191,69.67,3,Average
6192,45.33,3,Poor
6193,40.33,3,Poor
6194,37.33,3,Poor
6195,68.67,3,Average
6196,54.0,3,Average
6197,55.0,3,Average
6198,59.0,3,Average
6199,48.67,3,Poor
6200,56.67,3,Average
6201,61.0,3,Average
6202,23.33,3,Poor
6203,48.33,3,Poor
6204,17.33,3,Poor
6205,38.67,3,Poor
6206,56.33,3,Average
6207,52.67,3,Average
6208,62.0,3,Average
6209,33.0,3,Poor
6210,54.0,3,Average
6211,59.67,3,Average
6212,49.0,3,Poor
6213,54.0,3,Average
6214,55.67,3,Average
6215,45.0,3,Poor
6216,54.33,3,Average
6217,30.67,3,Poor
6218,52.67,3,Average
6219,45.0,3,Poor
6220,65.33,3,Average
6221,86.0,3,Excellent
6222,91.0,3,Excellent
6223,45.67,3,Poor
6224,65.0,3,Average
6225,38.33,3,Poor
6226,26.67,3,Poor
6227,50.33,3,Average
6228,33.33,3,Poor
6229,67.33,3,Average
6230,43.0,3,Poor
6231,75.0,3,Average
6232,54.33,3,Average
6233,41.0,3,Poor
6234,55.0,3,Average
6235,50.67,3,Average
6236,72.67,3,Average
6237,67.33,3,Average
6238,13.33,3,Poor
6239,40.67,3,Poor
6240,67.33,3,Average
6241,51.0,3,Average
6242,55.67,3,Average
6243,23.67,3,Poor
6244,40.0,3,Poor
6245,51.0,3,Average
6246,63.0,3,Average
6247,63.0,3,Average
6248,42.67,3,Poor
6249,52.67,3,Average
6250,26.33,3,Poor
6251,27.0,3,Poor
6252,58.33,3,Average
6253,66.0,3,Average
6254,67.0,3,Average
6255,68.67,3,Average
6256,37.67,3,Poor
6257,52.33,3,Average
6258,45.67,3,Poor
6259,58.67,3,Average
6260,43.0,3,Poor
6261,43.67,3,Poor
6262,67.33,3,Average
6263,19.0,3,Poor
6264,48.67,3,Poor
6265,63.67,3,Average
6266,60.33,3,Average
6267,28.67,3,Poor
6268,57.0,3,Average
6269,70.33,3,Average
6270,67.33,3,Average
6271,35.0,3,Poor
6272,70.67,3,Average
6273,44.33,3,Poor
6274,8.67,3,Poor
6275,46.67,3,Poor
6276,39.67,3,Poor
6277,38.33,3,Poor
6278,8.0,3,Poor
6279,40.33,3,Poor
6280,44.33,3,Poor
6281,83.67,3,Excellent
6282,37.0,3,Poor
6283,31.67,3,Poor
6284,28.33,3,Poor
6285,78.0,3,Average
6286,52.33,3,Average
6287,53.67,3,Average
6288,49.0,3,Poor
6289,66.33,3,Average
6290,57.33,3,Average
6291,46.0,3,Poor
6292,68.67,3,Average
6293,78.0,3,Average
6294,49.33,3,Poor
6295,29.67,3,Poor
6296,40.67,3,Poor
6297,24.0,3,Poor
6298,56.0,3,Average
6299,61.33,3,Average
6300,28.33,3,Poor
6301,58.67,3,Average
6302,43.33,3,Poor
6303,48.67,3,Poor
6304,50.0,3,Average
6305,61.33,3,Average
6306,45.33,3,Poor
6307,24.67,3,Poor
6308,68.0,3,Average
6309,63.0,3,Average
6310,47.0,3,Poor
6311,41.33,3,Poor
6312,32.67,3,Poor
6313,58.67,3,Average
6314,32.0,3,Poor
6315,53.33,3,Average
6316,50.0,3,Average
6317,25.67,3,Poor
6318,71.0,3,Average
6319,57.33,3,Average
6320,55.0,3,Average
6321,77.0,3,Average
6322,40.33,3,Poor
6323,35.0,3,Poor
6324,45.33,3,Poor
6325,40.0,3,Poor
6326,55.0,3,Average
6327,45.0,3,Poor
6328,31.33,3,Poor
6329,48.67,3,Poor
6330,42.33,3,Poor
6331,13.33,3,Poor
6332,63.0,3,Average
6333,58.0,3,Average
6334,53.33,3,Average
6335,42.33,3,Poor
6336,38.0,3,Poor
6337,31.33,3,Poor
6338,74.67,3,Average
6339,29.67,3,Poor
6340,16.33,3,Poor
6341,39.67,3,Poor
6342,31.33,3,Poor
6343,43.0,3,Poor
