employeeId,role,trainingId,assignment_score,codeQuality,communication,problemSolving,timeManagement
5514,EMPLOYEE,32,83,97,94,77,2
5514,EMPLOYEE,6,83,88,58,51,3
5514,EMPLOYEE,44,13,38,75,45,94
5515,EMPLOYEE,36,82,54,26,9,28
5515,EMPLOYEE,23,15,75,6,49,77
5515,EMPLOYEE,31,65,19,72,82,50
5516,EMPLOYEE,10,37,65,92,26,54
5516,EMPLOYEE,44,94,0,90,41,34
5516,EMPLOYEE,32,36,26,23,55,96
5517,EMPLOYEE,6,68,77,85,86,62
5517,EMPLOYEE,41,16,73,68,55,57
5517,EMPLOYEE,50,79,84,65,20,10
5518,EMPLOYEE,45,3,86,6,73,85
5518,EMPLOYEE,35,42,79,12,4,93
5518,EMPLOYEE,1,84,39,5,73,6
5519,EMPLOYEE,24,5,97,50,48,20
5519,EMPLOYEE,17,21,97,4,2,27
5519,EMPLOYEE,31,9,73,43,51,11
5520,EMPLOYEE,36,31,42,21,92,30
5520,EMPLOYEE,33,46,72,75,41,73
5520,EMPLOYEE,11,16,60,90,48,74
5521,EMPLOYEE,26,36,61,39,57,51
5521,EMPLOYEE,33,2,61,54,43,92
5521,EMPLOYEE,50,37,65,35,69,18
5522,EMPLOYEE,33,56,50,32,11,68
5522,EMPLOYEE,16,28,28,52,99,11
5522,EMPLOYEE,47,52,97,94,18,69
5523,EMPLOYEE,35,83,93,36,75,50
5523,EMPLOYEE,45,22,49,5,44,25
5523,EMPLOYEE,43,62,31,52,5,10
5524,EMPLOYEE,40,61,63,53,67,96
5524,EMPLOYEE,48,12,36,88,42,65
5524,EMPLOYEE,42,20,49,76,25,51
5525,EMPLOYEE,34,37,22,12,46,80
5525,EMPLOYEE,12,78,70,83,63,76
5525,EMPLOYEE,35,67,84,49,100,12
5526,EMPLOYEE,25,77,49,99,87,96
5526,EMPLOYEE,15,14,13,20,36,34
5526,EMPLOYEE,28,47,29,57,70,67
5527,EMPLOYEE,39,7,57,63,70,76
5527,EMPLOYEE,6,68,73,36,6,89
5527,EMPLOYEE,10,10,78,40,29,20
5528,EMPLOYEE,30,96,52,83,3,64
5528,EMPLOYEE,18,58,40,7,67,92
5528,EMPLOYEE,49,29,38,53,51,94
5529,EMPLOYEE,33,69,58,71,16,87
5529,EMPLOYEE,46,83,2,97,96,18
5529,EMPLOYEE,23,17,94,80,69,59
5530,EMPLOYEE,17,85,27,32,82,57
5530,EMPLOYEE,14,3,99,4,46,80
5530,EMPLOYEE,32,20,89,78,6,24
5531,EMPLOYEE,7,52,88,30,7,84
5531,EMPLOYEE,18,73,88,32,38,14
5531,EMPLOYEE,12,47,9,24,59,40
5532,EMPLOYEE,11,23,59,61,35,82
5532,EMPLOYEE,3,39,70,27,1,55
5532,EMPLOYEE,49,73,38,1,42,73
5533,EMPLOYEE,33,77,30,25,26,40
5533,EMPLOYEE,6,32,15,18,27,52
5533,EMPLOYEE,39,100,20,38,35,6
5534,EMPLOYEE,22,94,99,28,76,14
5534,EMPLOYEE,23,100,8,16,67,34
5534,EMPLOYEE,35,83,79,65,71,29
5535,EMPLOYEE,17,2,77,38,56,2
5535,EMPLOYEE,15,14,10,48,31,97
5535,EMPLOYEE,35,77,17,18,80,80
5536,EMPLOYEE,37,4,41,87,11,91
5536,EMPLOYEE,29,1,41,45,49,19
5536,EMPLOYEE,34,43,25,64,20,59
5537,EMPLOYEE,34,18,52,71,32,58
5537,EMPLOYEE,24,3,88,81,94,34
5537,EMPLOYEE,11,13,34,0,44,59
5538,EMPLOYEE,18,61,87,38,83,51
5538,EMPLOYEE,10,87,80,78,82,73
5538,EMPLOYEE,49,56,28,45,30,18
5539,EMPLOYEE,33,2,37,46,3,31
5539,EMPLOYEE,28,2,50,18,18,12
5539,EMPLOYEE,12,20,2,4,47,51
5540,EMPLOYEE,43,61,33,30,82,34
5540,EMPLOYEE,2,85,65,60,18,35
5540,EMPLOYEE,46,43,20,82,53,50
5541,EMPLOYEE,44,84,94,92,79,92
5541,EMPLOYEE,12,83,26,62,0,57
5541,EMPLOYEE,34,59,34,90,27,21
5542,EMPLOYEE,4,43,25,80,62,85
5542,EMPLOYEE,45,26,70,26,19,2
5542,EMPLOYEE,37,90,22,13,90,53
5543,EMPLOYEE,37,74,42,38,3,10
5543,EMPLOYEE,6,61,57,44,16,40
5543,EMPLOYEE,10,90,24,46,16,60
5544,EMPLOYEE,46,51,56,56,73,60
5544,EMPLOYEE,27,97,72,19,49,61
5544,EMPLOYEE,15,87,63,3,54,81
5545,EMPLOYEE,10,12,4,85,64,74
5545,EMPLOYEE,31,38,57,58,25,21
5545,EMPLOYEE,9,20,53,90,67,77
5546,EMPLOYEE,13,63,87,89,30,87
5546,EMPLOYEE,38,39,97,71,69,13
5546,EMPLOYEE,47,78,77,61,11,77
5547,EMPLOYEE,8,86,20,71,75,54
5547,EMPLOYEE,1,11,2,29,58,96
5547,EMPLOYEE,30,78,92,44,95,85
5548,EMPLOYEE,27,7,68,53,6,92
5548,EMPLOYEE,26,13,93,40,66,64
5548,EMPLOYEE,9,52,11,87,33,67
5549,EMPLOYEE,31,6,82,79,53,52
5549,EMPLOYEE,26,87,65,39,73,74
5549,EMPLOYEE,41,28,71,37,47,33
5550,EMPLOYEE,4,49,4,18,62,39
5550,EMPLOYEE,15,39,96,60,45,41
5550,EMPLOYEE,36,53,38,29,29,43
5551,EMPLOYEE,23,75,61,64,67,45
5551,EMPLOYEE,46,36,64,52,69,52
5551,EMPLOYEE,21,50,25,50,39,11
5552,EMPLOYEE,5,6,47,14,28,2
5552,EMPLOYEE,17,11,11,43,100,78
5552,EMPLOYEE,42,72,11,20,92,23
5553,EMPLOYEE,24,54,19,49,5,87
5553,EMPLOYEE,29,78,31,84,73,87
5553,EMPLOYEE,40,12,13,30,65,19
5554,EMPLOYEE,48,24,66,30,62,54
5554,EMPLOYEE,7,6,22,32,40,33
5554,EMPLOYEE,20,58,77,22,22,6
5555,EMPLOYEE,14,28,72,16,46,68
5555,EMPLOYEE,26,75,99,38,97,5
5555,EMPLOYEE,44,37,10,24,66,33
5556,EMPLOYEE,36,23,56,3,34,10
5556,EMPLOYEE,26,49,89,97,100,56
5556,EMPLOYEE,2,25,8,27,70,89
5557,EMPLOYEE,25,75,2,73,57,35
5557,EMPLOYEE,49,34,24,51,29,62
5557,EMPLOYEE,17,99,34,34,100,96
5558,EMPLOYEE,34,2,47,21,4,98
5558,EMPLOYEE,50,96,18,57,22,68
5558,EMPLOYEE,32,83,69,4,99,78
5559,EMPLOYEE,29,12,78,92,86,77
5559,EMPLOYEE,30,4,81,45,16,3
5559,EMPLOYEE,16,80,50,64,14,83
5560,EMPLOYEE,6,24,73,70,22,47
5560,EMPLOYEE,18,77,70,11,37,80
5560,EMPLOYEE,40,53,0,94,85,40
5561,EMPLOYEE,36,37,27,20,77,99
5561,EMPLOYEE,16,66,71,67,87,51
5561,EMPLOYEE,9,66,97,21,19,88
5562,EMPLOYEE,7,79,43,18,5,54
5562,EMPLOYEE,42,19,43,81,58,71
5562,EMPLOYEE,13,69,32,71,32,56
5563,EMPLOYEE,26,65,10,15,54,33
5563,EMPLOYEE,32,28,59,44,17,16
5563,EMPLOYEE,33,42,54,6,55,75
5564,EMPLOYEE,7,53,0,95,18,42
5564,EMPLOYEE,44,10,63,46,75,33
5564,EMPLOYEE,27,29,100,31,69,4
5565,EMPLOYEE,46,52,23,13,50,82
5565,EMPLOYEE,4,69,3,50,85,98
5565,EMPLOYEE,19,71,82,94,22,66
5566,EMPLOYEE,35,78,81,96,78,52
5566,EMPLOYEE,13,52,57,100,67,68
5566,EMPLOYEE,47,81,70,88,4,79
5567,EMPLOYEE,5,73,25,64,65,57
5567,EMPLOYEE,19,15,81,48,43,92
5567,EMPLOYEE,17,91,12,18,74,27
5568,EMPLOYEE,25,87,42,40,51,95
5568,EMPLOYEE,4,75,99,7,92,19
5568,EMPLOYEE,41,9,34,89,7,39
5569,EMPLOYEE,4,99,70,91,40,71
5569,EMPLOYEE,45,75,16,42,10,33
5569,EMPLOYEE,28,64,24,49,30,29
5570,EMPLOYEE,47,6,74,44,0,51
5570,EMPLOYEE,23,63,70,32,60,43
5570,EMPLOYEE,27,49,70,91,36,95
5571,EMPLOYEE,30,27,54,57,52,67
5571,EMPLOYEE,46,0,20,72,82,27
5571,EMPLOYEE,3,81,79,78,77,1
5572,EMPLOYEE,27,51,8,44,50,76
5572,EMPLOYEE,11,97,10,64,27,18
5572,EMPLOYEE,14,53,14,44,5,29
5573,EMPLOYEE,43,93,3,33,99,81
5573,EMPLOYEE,42,54,56,49,69,23
5573,EMPLOYEE,34,67,84,43,31,86
5574,EMPLOYEE,48,67,91,14,46,1
5574,EMPLOYEE,20,76,51,69,83,84
5574,EMPLOYEE,31,98,68,94,41,16
5575,EMPLOYEE,14,78,23,55,87,84
5575,EMPLOYEE,34,24,60,69,23,68
5575,EMPLOYEE,31,67,46,84,48,59
5576,EMPLOYEE,41,12,83,86,19,57
5576,EMPLOYEE,4,90,72,69,96,85
5576,EMPLOYEE,16,18,12,93,22,22
5577,EMPLOYEE,13,86,45,12,28,98
5577,EMPLOYEE,45,85,5,35,24,30
5577,EMPLOYEE,43,65,98,45,84,19
5578,EMPLOYEE,29,12,20,99,52,1
5578,EMPLOYEE,34,56,32,87,10,88
5578,EMPLOYEE,44,5,17,78,14,99
5579,EMPLOYEE,44,34,3,32,5,79
5579,EMPLOYEE,50,2,85,25,8,62
5579,EMPLOYEE,19,71,4,17,0,43
5580,EMPLOYEE,26,31,6,73,0,9
5580,EMPLOYEE,12,26,83,14,68,55
5580,EMPLOYEE,16,84,92,34,18,54
5581,EMPLOYEE,48,62,31,0,79,12
5581,EMPLOYEE,4,2,96,33,15,25
5581,EMPLOYEE,16,0,22,62,92,6
5582,EMPLOYEE,14,29,49,21,72,81
5582,EMPLOYEE,31,80,83,40,91,4
5582,EMPLOYEE,47,59,20,19,48,67
5583,EMPLOYEE,41,80,0,57,4,40
5583,EMPLOYEE,17,29,49,81,40,4
5583,EMPLOYEE,36,19,84,87,53,74
5584,EMPLOYEE,27,35,28,66,84,96
5584,EMPLOYEE,24,95,79,64,24,31
5584,EMPLOYEE,38,28,36,74,1,20
5585,EMPLOYEE,31,57,65,5,14,61
5585,EMPLOYEE,42,2,24,21,58,82
5585,EMPLOYEE,32,97,41,3,44,11
5586,EMPLOYEE,14,31,21,43,37,62
5586,EMPLOYEE,18,52,25,92,55,37
5586,EMPLOYEE,29,71,31,29,27,57
5587,EMPLOYEE,8,31,79,69,45,18
5587,EMPLOYEE,16,55,42,10,53,53
5587,EMPLOYEE,10,41,3,48,98,74
5588,EMPLOYEE,4,48,33,95,1,17
5588,EMPLOYEE,7,18,56,2,39,4
5588,EMPLOYEE,47,30,27,8,61,58
5589,EMPLOYEE,9,20,88,90,70,53
5589,EMPLOYEE,16,87,0,42,14,29
5589,EMPLOYEE,10,39,69,51,78,15
5590,EMPLOYEE,20,36,58,52,31,40
5590,EMPLOYEE,14,56,56,76,86,3
5590,EMPLOYEE,30,90,39,42,70,39
5591,EMPLOYEE,30,75,21,46,64,69
5591,EMPLOYEE,6,44,20,57,9,68
5591,EMPLOYEE,25,86,93,75,5,77
5592,EMPLOYEE,31,97,9,51,34,69
5592,EMPLOYEE,49,83,82,46,19,50
5592,EMPLOYEE,19,59,62,11,86,93
5593,EMPLOYEE,48,38,85,35,62,41
5593,EMPLOYEE,37,12,38,61,23,63
5593,EMPLOYEE,38,44,19,89,17,24
5594,EMPLOYEE,40,49,59,85,52,86
5594,EMPLOYEE,23,89,63,44,78,21
5594,EMPLOYEE,29,87,38,55,25,50
5595,EMPLOYEE,20,46,93,69,42,23
5595,EMPLOYEE,47,27,3,8,49,16
5595,EMPLOYEE,40,3,63,21,43,67
5596,EMPLOYEE,1,62,81,5,4,64
5596,EMPLOYEE,50,63,59,56,94,48
5596,EMPLOYEE,13,97,20,59,66,52
5597,EMPLOYEE,33,74,59,10,39,23
5597,EMPLOYEE,36,97,76,89,17,16
5597,EMPLOYEE,30,45,18,42,73,85
5598,EMPLOYEE,43,36,67,1,95,52
5598,EMPLOYEE,6,87,51,34,77,65
5598,EMPLOYEE,28,33,53,90,74,71
5599,EMPLOYEE,42,50,86,19,0,67
5599,EMPLOYEE,22,81,0,36,8,0
5599,EMPLOYEE,20,80,79,23,78,18
5600,EMPLOYEE,35,20,15,54,41,71
5600,EMPLOYEE,32,51,96,66,40,36
5600,EMPLOYEE,5,10,87,58,40,16
5601,EMPLOYEE,37,59,43,88,24,0
5601,EMPLOYEE,20,6,27,17,87,46
5601,EMPLOYEE,45,84,19,62,56,80
5602,EMPLOYEE,23,34,21,72,5,46
5602,EMPLOYEE,9,68,97,59,24,92
5602,EMPLOYEE,25,52,11,92,82,27
5603,EMPLOYEE,14,83,48,100,48,19
5603,EMPLOYEE,13,92,63,53,36,32
5603,EMPLOYEE,3,61,18,95,9,59
5604,EMPLOYEE,40,66,14,27,13,69
5604,EMPLOYEE,28,95,92,51,66,59
5604,EMPLOYEE,24,20,50,84,51,99
5605,EMPLOYEE,24,93,60,6,71,7
5605,EMPLOYEE,7,7,18,66,71,46
5605,EMPLOYEE,14,52,27,79,85,55
5606,EMPLOYEE,29,75,57,19,55,65
5606,EMPLOYEE,45,84,62,49,60,63
5606,EMPLOYEE,28,92,14,82,44,91
5607,EMPLOYEE,15,63,29,58,1,79
5607,EMPLOYEE,20,13,44,35,33,59
5607,EMPLOYEE,31,36,36,51,9,88
5608,EMPLOYEE,43,42,21,44,68,86
5608,EMPLOYEE,24,66,1,100,28,97
5608,EMPLOYEE,40,80,77,67,95,21
5609,EMPLOYEE,21,23,83,10,23,78
5609,EMPLOYEE,49,24,16,12,28,15
5609,EMPLOYEE,2,82,61,9,45,43
5610,EMPLOYEE,6,35,81,66,24,67
5610,EMPLOYEE,19,96,97,82,79,44
5610,EMPLOYEE,11,21,80,52,0,7
5611,EMPLOYEE,46,100,0,98,82,60
5611,EMPLOYEE,2,89,10,8,20,81
5611,EMPLOYEE,36,86,53,62,0,58
5612,EMPLOYEE,27,42,19,19,16,42
5612,EMPLOYEE,30,84,85,35,36,43
5612,EMPLOYEE,25,18,97,56,4,42
5613,EMPLOYEE,36,34,39,78,61,25
5613,EMPLOYEE,46,38,43,48,100,11
5613,EMPLOYEE,43,13,19,13,5,35
5614,EMPLOYEE,37,33,87,34,32,74
5614,EMPLOYEE,49,48,46,0,44,90
5614,EMPLOYEE,23,81,52,92,78,30
5615,EMPLOYEE,26,32,96,4,28,59
5615,EMPLOYEE,25,59,13,25,3,98
5615,EMPLOYEE,6,28,84,71,16,95
5616,EMPLOYEE,24,91,57,6,23,58
5616,EMPLOYEE,17,9,1,45,91,60
5616,EMPLOYEE,28,96,91,1,29,4
5617,EMPLOYEE,44,16,61,2,15,27
5617,EMPLOYEE,4,42,56,56,24,30
5617,EMPLOYEE,5,66,38,69,20,52
5618,EMPLOYEE,44,13,34,90,71,61
5618,EMPLOYEE,29,43,25,48,86,70
5618,EMPLOYEE,22,7,8,5,80,19
5619,EMPLOYEE,5,61,71,11,38,41
5619,EMPLOYEE,40,64,100,64,7,7
5619,EMPLOYEE,11,37,23,97,71,88
5620,EMPLOYEE,46,17,73,66,8,80
5620,EMPLOYEE,1,31,21,93,67,60
5620,EMPLOYEE,28,17,18,21,49,71
5621,EMPLOYEE,1,13,12,35,38,67
5621,EMPLOYEE,42,41,40,99,7,89
5621,EMPLOYEE,6,77,97,77,54,38
5622,EMPLOYEE,26,42,100,19,79,32
5622,EMPLOYEE,14,4,93,52,40,39
5622,EMPLOYEE,36,54,89,59,60,46
5623,EMPLOYEE,35,58,7,98,10,26
5623,EMPLOYEE,48,39,75,81,98,71
5623,EMPLOYEE,31,76,90,74,89,22
5624,EMPLOYEE,39,15,88,85,27,25
5624,EMPLOYEE,12,1,81,93,20,53
5624,EMPLOYEE,33,79,53,6,2,61
5625,EMPLOYEE,1,84,48,16,0,81
5625,EMPLOYEE,32,24,41,60,11,3
5625,EMPLOYEE,30,31,99,15,92,93
5626,EMPLOYEE,39,53,100,66,89,36
5626,EMPLOYEE,23,54,25,41,72,25
5626,EMPLOYEE,35,91,86,24,11,72
5627,EMPLOYEE,28,70,53,97,99,5
5627,EMPLOYEE,12,22,41,12,62,65
5627,EMPLOYEE,31,70,39,70,11,90
5628,EMPLOYEE,21,6,28,99,89,3
5628,EMPLOYEE,37,93,20,45,57,3
5628,EMPLOYEE,32,23,18,81,24,3
5629,EMPLOYEE,9,41,96,94,46,40
5629,EMPLOYEE,46,16,69,31,7,52
5629,EMPLOYEE,40,64,8,1,37,3
5630,EMPLOYEE,29,3,34,60,53,48
5630,EMPLOYEE,40,91,3,0,64,5
5630,EMPLOYEE,8,25,83,29,84,6
5631,EMPLOYEE,32,33,47,54,62,81
5631,EMPLOYEE,4,3,33,43,34,46
5631,EMPLOYEE,40,25,100,93,74,99
5632,EMPLOYEE,20,47,0,71,47,94
5632,EMPLOYEE,17,99,26,8,87,94
5632,EMPLOYEE,9,85,31,62,98,14
5633,EMPLOYEE,41,70,15,13,45,23
5633,EMPLOYEE,20,94,98,14,12,65
5633,EMPLOYEE,8,30,59,26,6,53
5634,EMPLOYEE,35,36,30,10,28,46
5634,EMPLOYEE,45,86,91,69,95,72
5634,EMPLOYEE,44,53,31,74,28,85
5635,EMPLOYEE,40,52,1,71,4,8
5635,EMPLOYEE,27,3,57,96,4,65
5635,EMPLOYEE,3,59,26,100,73,56
5636,EMPLOYEE,28,37,71,11,22,69
5636,EMPLOYEE,10,100,54,19,7,25
5636,EMPLOYEE,16,98,89,52,1,36
5637,EMPLOYEE,50,56,96,86,85,55
5637,EMPLOYEE,37,91,14,77,25,80
5637,EMPLOYEE,32,54,54,73,83,29
5638,EMPLOYEE,20,29,16,51,16,21
5638,EMPLOYEE,50,15,98,16,60,52
5638,EMPLOYEE,6,97,51,32,6,67
5639,EMPLOYEE,3,85,32,16,54,47
5639,EMPLOYEE,7,37,100,65,21,46
5639,EMPLOYEE,47,35,85,85,83,31
5640,EMPLOYEE,3,28,100,77,34,27
5640,EMPLOYEE,50,23,13,75,29,31
5640,EMPLOYEE,38,16,71,98,86,49
5641,EMPLOYEE,14,18,17,51,58,8
5641,EMPLOYEE,26,100,42,47,100,37
5641,EMPLOYEE,32,7,54,97,29,55
5642,EMPLOYEE,24,14,78,50,1,33
5642,EMPLOYEE,12,27,44,67,32,66
5642,EMPLOYEE,21,75,100,86,71,87
5643,EMPLOYEE,23,86,61,71,54,72
5643,EMPLOYEE,1,86,13,67,42,22
5643,EMPLOYEE,29,12,1,62,3,6
5644,EMPLOYEE,42,72,74,3,11,90
5644,EMPLOYEE,39,91,17,55,25,13
5644,EMPLOYEE,29,61,25,72,55,56
5645,EMPLOYEE,24,96,36,94,58,22
5645,EMPLOYEE,5,37,0,82,36,8
5645,EMPLOYEE,27,17,7,82,46,7
5646,EMPLOYEE,10,32,82,97,59,94
5646,EMPLOYEE,15,88,50,46,89,86
5646,EMPLOYEE,47,24,2,35,91,63
5647,EMPLOYEE,37,24,96,88,50,99
5647,EMPLOYEE,22,51,44,52,23,18
5647,EMPLOYEE,47,71,28,14,38,63
5648,EMPLOYEE,11,90,40,84,9,77
5648,EMPLOYEE,35,8,78,39,18,61
5648,EMPLOYEE,3,73,4,20,86,87
5649,EMPLOYEE,37,93,18,73,72,60
5649,EMPLOYEE,20,55,12,84,85,78
5649,EMPLOYEE,50,94,92,7,24,95
5650,EMPLOYEE,11,1,56,16,47,48
5650,EMPLOYEE,36,75,58,66,99,67
5650,EMPLOYEE,5,72,36,100,78,35
5651,EMPLOYEE,19,10,71,16,32,77
5651,EMPLOYEE,2,92,87,99,75,90
5651,EMPLOYEE,38,18,85,19,7,76
5652,EMPLOYEE,21,16,63,4,89,23
5652,EMPLOYEE,29,9,98,11,59,70
5652,EMPLOYEE,16,84,97,62,71,38
5653,EMPLOYEE,1,5,4,70,75,70
5653,EMPLOYEE,7,61,49,91,72,10
5653,EMPLOYEE,18,16,71,61,99,41
5654,EMPLOYEE,11,83,89,44,28,27
5654,EMPLOYEE,27,59,28,76,44,47
5654,EMPLOYEE,1,26,52,66,49,35
5655,EMPLOYEE,37,92,91,40,64,44
5655,EMPLOYEE,28,7,88,57,60,47
5655,EMPLOYEE,29,58,19,81,92,3
5656,EMPLOYEE,14,99,56,18,22,21
5656,EMPLOYEE,42,76,65,38,79,68
5656,EMPLOYEE,17,40,95,93,70,31
5657,EMPLOYEE,15,33,20,83,69,25
5657,EMPLOYEE,43,2,93,37,82,60
5657,EMPLOYEE,21,10,2,31,88,41
5658,EMPLOYEE,5,23,89,23,96,36
5658,EMPLOYEE,22,36,67,48,50,100
5658,EMPLOYEE,16,43,63,75,42,44
5659,EMPLOYEE,6,45,100,100,64,40
5659,EMPLOYEE,49,25,45,36,16,88
5659,EMPLOYEE,27,91,28,58,48,27
5660,EMPLOYEE,4,70,80,43,64,5
5660,EMPLOYEE,20,18,19,63,25,47
5660,EMPLOYEE,11,8,47,82,27,43
5661,EMPLOYEE,41,75,98,35,6,24
5661,EMPLOYEE,5,96,77,48,32,47
5661,EMPLOYEE,29,97,65,7,69,95
5662,EMPLOYEE,5,5,48,100,30,76
5662,EMPLOYEE,13,22,21,54,90,85
5662,EMPLOYEE,19,89,99,52,45,57
5663,EMPLOYEE,5,96,15,83,43,38
5663,EMPLOYEE,19,45,85,75,92,63
5663,EMPLOYEE,20,59,5,0,87,2
5664,EMPLOYEE,45,51,81,38,30,19
5664,EMPLOYEE,40,69,37,1,87,66
5664,EMPLOYEE,19,91,48,49,75,94
5665,EMPLOYEE,23,16,65,65,78,7
5665,EMPLOYEE,12,78,35,70,40,50
5665,EMPLOYEE,26,63,35,90,87,11
5666,EMPLOYEE,5,0,34,80,26,33
5666,EMPLOYEE,8,93,62,5,36,24
5666,EMPLOYEE,6,67,29,80,32,30
5667,EMPLOYEE,1,63,67,11,73,58
5667,EMPLOYEE,43,93,51,27,56,41
5667,EMPLOYEE,23,43,56,95,55,5
5668,EMPLOYEE,24,91,36,58,91,2
5668,EMPLOYEE,6,64,58,52,51,87
5668,EMPLOYEE,3,62,75,47,75,6
5669,EMPLOYEE,19,25,89,72,22,99
5669,EMPLOYEE,34,24,27,16,54,60
5669,EMPLOYEE,18,64,78,93,34,47
5670,EMPLOYEE,2,80,1,89,31,7
5670,EMPLOYEE,32,16,51,71,53,74
5670,EMPLOYEE,22,30,46,52,64,50
5671,EMPLOYEE,41,70,60,22,36,13
5671,EMPLOYEE,25,56,56,29,31,68
5671,EMPLOYEE,18,59,87,96,46,6
5672,EMPLOYEE,23,56,11,61,90,34
5672,EMPLOYEE,45,16,72,52,65,94
5672,EMPLOYEE,37,79,66,88,11,3
5673,EMPLOYEE,1,19,99,10,21,83
5673,EMPLOYEE,18,44,35,0,55,49
5673,EMPLOYEE,16,63,92,92,4,18
5674,EMPLOYEE,14,37,87,30,83,18
5674,EMPLOYEE,5,21,75,99,86,58
5674,EMPLOYEE,15,39,3,28,18,2
5675,EMPLOYEE,41,35,93,46,74,88
5675,EMPLOYEE,26,87,10,90,19,12
5675,EMPLOYEE,28,13,97,18,97,10
5676,EMPLOYEE,43,17,39,65,64,52
5676,EMPLOYEE,42,85,41,81,39,73
5676,EMPLOYEE,45,20,81,30,28,98
5677,EMPLOYEE,8,24,71,7,68,46
5677,EMPLOYEE,6,90,68,33,67,74
5677,EMPLOYEE,45,83,25,95,29,27
5678,EMPLOYEE,2,33,36,84,47,0
5678,EMPLOYEE,7,51,76,28,23,9
5678,EMPLOYEE,27,14,84,81,74,79
5679,EMPLOYEE,50,57,74,81,32,19
5679,EMPLOYEE,23,43,81,80,58,27
5679,EMPLOYEE,47,53,95,62,79,29
5680,EMPLOYEE,5,64,51,76,17,86
5680,EMPLOYEE,21,60,87,75,75,22
5680,EMPLOYEE,50,11,10,96,98,10
5681,EMPLOYEE,3,95,52,17,77,17
5681,EMPLOYEE,36,47,25,81,5,11
5681,EMPLOYEE,11,32,62,10,73,14
5682,EMPLOYEE,39,100,66,6,77,50
5682,EMPLOYEE,45,89,13,42,66,5
5682,EMPLOYEE,48,68,69,0,64,35
5683,EMPLOYEE,25,74,43,48,37,100
5683,EMPLOYEE,39,29,80,100,39,41
5683,EMPLOYEE,31,88,68,92,43,9
5684,EMPLOYEE,48,32,61,9,38,19
5684,EMPLOYEE,37,60,30,2,45,81
5684,EMPLOYEE,14,42,41,18,21,3
5685,EMPLOYEE,2,15,66,67,36,59
5685,EMPLOYEE,24,88,18,41,51,20
5685,EMPLOYEE,22,88,40,23,23,64
5686,EMPLOYEE,47,90,93,70,6,85
5686,EMPLOYEE,27,23,33,13,5,23
5686,EMPLOYEE,9,39,68,96,79,84
5687,EMPLOYEE,4,8,66,79,40,25
5687,EMPLOYEE,2,80,79,94,19,54
5687,EMPLOYEE,49,43,36,13,53,39
5688,EMPLOYEE,13,52,35,77,57,74
5688,EMPLOYEE,43,27,8,2,8,26
5688,EMPLOYEE,41,28,16,87,60,99
5689,EMPLOYEE,31,22,100,49,27,84
5689,EMPLOYEE,37,88,17,18,10,20
5689,EMPLOYEE,45,70,68,71,28,24
5690,EMPLOYEE,1,5,82,56,57,75
5690,EMPLOYEE,12,22,20,55,65,41
5690,EMPLOYEE,32,94,84,18,76,41
5691,EMPLOYEE,6,78,81,21,10,32
5691,EMPLOYEE,40,16,19,43,22,54
5691,EMPLOYEE,9,20,54,23,29,70
5692,EMPLOYEE,17,100,40,100,47,19
5692,EMPLOYEE,2,89,44,42,65,58
5692,EMPLOYEE,33,54,49,78,48,51
5693,EMPLOYEE,32,57,50,45,7,38
5693,EMPLOYEE,14,68,15,73,68,96
5693,EMPLOYEE,9,0,45,60,94,88
5694,EMPLOYEE,29,64,0,21,44,76
5694,EMPLOYEE,24,12,85,92,33,75
5694,EMPLOYEE,33,90,80,34,61,11
5695,EMPLOYEE,20,6,41,51,18,1
5695,EMPLOYEE,18,94,35,8,85,27
5695,EMPLOYEE,13,84,97,85,29,36
5696,EMPLOYEE,40,48,100,4,84,85
5696,EMPLOYEE,13,9,7,25,20,86
5696,EMPLOYEE,49,26,87,70,75,70
5697,EMPLOYEE,47,86,37,50,15,61
5697,EMPLOYEE,11,87,93,87,73,50
5697,EMPLOYEE,19,84,45,58,21,87
5698,EMPLOYEE,28,37,92,94,78,72
5698,EMPLOYEE,4,93,82,69,15,71
5698,EMPLOYEE,50,22,78,76,4,59
5699,EMPLOYEE,38,77,5,34,39,12
5699,EMPLOYEE,50,80,64,13,12,82
5699,EMPLOYEE,13,44,18,18,57,65
5700,EMPLOYEE,24,99,3,67,35,15
5700,EMPLOYEE,10,80,49,77,12,49
5700,EMPLOYEE,46,73,35,58,76,49
5701,EMPLOYEE,25,68,63,94,40,52
5701,EMPLOYEE,6,20,93,63,76,55
5701,EMPLOYEE,44,96,48,1,92,78
5702,EMPLOYEE,12,14,41,67,81,41
5702,EMPLOYEE,33,85,39,42,33,74
5702,EMPLOYEE,1,79,83,69,81,0
5703,EMPLOYEE,17,65,50,13,82,12
5703,EMPLOYEE,38,34,44,94,25,61
5703,EMPLOYEE,31,14,62,68,54,20
5704,EMPLOYEE,17,64,20,70,90,43
5704,EMPLOYEE,28,96,58,74,74,96
5704,EMPLOYEE,6,8,46,48,46,93
5705,EMPLOYEE,28,63,44,76,53,95
5705,EMPLOYEE,32,13,95,21,63,36
5705,EMPLOYEE,47,46,30,96,31,12
5706,EMPLOYEE,40,67,5,44,31,73
5706,EMPLOYEE,11,67,78,16,95,44
5706,EMPLOYEE,22,51,48,54,25,90
5707,EMPLOYEE,28,47,85,51,78,71
5707,EMPLOYEE,48,72,21,13,53,13
